point_id,corner_label,temp_c,vdd_v,freq_hz,s11_db,s21_db,s12_db,s22_db,s11_mag,s21_mag,s12_mag,s22_mag,k,mu,mag_delta,nf_sp_db,nfmin_sp_db
sp_bcs_-40c_vdd1.98v,bcs,-40,1.98,2.400000e+09,-2.9616,12.3539,-99.7546,-0.0033,0.711080,4.146646,1.028657e-05,0.999615,4.312387,1.000286,0.710797,2.1948,2.0749
sp_bcs_-40c_vdd1.98v,bcs,-40,1.98,2.408350e+09,-2.9621,12.3403,-99.6941,-0.0034,0.711042,4.140128,1.035849e-05,0.999611,4.327997,1.000289,0.710757,2.1947,2.0748
sp_bcs_-40c_vdd1.98v,bcs,-40,1.98,2.416700e+09,-2.9626,12.3266,-99.6338,-0.0034,0.711004,4.133605,1.043066e-05,0.999608,4.343581,1.000292,0.710716,2.1947,2.0748
sp_bcs_-40c_vdd1.98v,bcs,-40,1.98,2.425050e+09,-2.9630,12.3129,-99.5737,-0.0034,0.710967,4.127077,1.050309e-05,0.999605,4.359138,1.000295,0.710676,2.1946,2.0747
sp_bcs_-40c_vdd1.98v,bcs,-40,1.98,2.433400e+09,-2.9635,12.2991,-99.5138,-0.0035,0.710929,4.120543,1.057578e-05,0.999601,4.374668,1.000298,0.710637,2.1945,2.0747
sp_bcs_-40c_vdd1.98v,bcs,-40,1.98,2.441750e+09,-2.9639,12.2853,-99.4541,-0.0035,0.710892,4.114005,1.064872e-05,0.999598,4.390170,1.000300,0.710597,2.1944,2.0746
sp_bcs_-40c_vdd1.98v,bcs,-40,1.98,2.450100e+09,-2.9644,12.2715,-99.3946,-0.0035,0.710855,4.107463,1.072191e-05,0.999594,4.405646,1.000303,0.710558,2.1944,2.0746
sp_bcs_-40c_vdd1.98v,bcs,-40,1.98,2.458450e+09,-2.9648,12.2576,-99.3353,-0.0036,0.710819,4.100918,1.079536e-05,0.999591,4.421095,1.000306,0.710519,2.1943,2.0745
sp_bcs_-40c_vdd1.98v,bcs,-40,1.98,2.466800e+09,-2.9653,12.2437,-99.2762,-0.0036,0.710782,4.094369,1.086907e-05,0.999588,4.436517,1.000309,0.710480,2.1942,2.0745
sp_bcs_-40c_vdd1.98v,bcs,-40,1.98,2.475150e+09,-2.9657,12.2298,-99.2172,-0.0036,0.710746,4.087817,1.094303e-05,0.999584,4.451913,1.000312,0.710441,2.1942,2.0744
sp_bcs_-40c_vdd1.98v,bcs,-40,1.98,2.483500e+09,-2.9661,12.2159,-99.1585,-0.0036,0.710710,4.081263,1.101725e-05,0.999581,4.467281,1.000315,0.710403,2.1941,2.0744
sp_bcs_125c_vdd1.62v,bcs,125,1.62,2.400000e+09,-3.0471,11.1609,-96.3600,-0.0038,0.704117,3.614486,1.520541e-05,0.999560,3.757364,1.000301,0.703785,2.4140,2.2469
sp_bcs_125c_vdd1.62v,bcs,125,1.62,2.408350e+09,-3.0480,11.1523,-96.2978,-0.0039,0.704045,3.610913,1.531472e-05,0.999556,3.769273,1.000304,0.703711,2.4139,2.2469
sp_bcs_125c_vdd1.62v,bcs,125,1.62,2.416700e+09,-3.0489,11.1437,-96.2358,-0.0039,0.703974,3.607318,1.542443e-05,0.999552,3.781161,1.000307,0.703636,2.4138,2.2468
sp_bcs_125c_vdd1.62v,bcs,125,1.62,2.425050e+09,-3.0498,11.1350,-96.1740,-0.0039,0.703902,3.603700,1.553453e-05,0.999548,3.793027,1.000310,0.703562,2.4137,2.2468
sp_bcs_125c_vdd1.62v,bcs,125,1.62,2.433400e+09,-3.0506,11.1262,-96.1125,-0.0040,0.703831,3.600060,1.564503e-05,0.999544,3.804872,1.000313,0.703488,2.4137,2.2467
sp_bcs_125c_vdd1.62v,bcs,125,1.62,2.441750e+09,-3.0515,11.1174,-96.0511,-0.0040,0.703760,3.596399,1.575592e-05,0.999540,3.816695,1.000316,0.703415,2.4136,2.2466
sp_bcs_125c_vdd1.62v,bcs,125,1.62,2.450100e+09,-3.0524,11.1085,-95.9900,-0.0040,0.703690,3.592717,1.586720e-05,0.999536,3.828497,1.000320,0.703341,2.4135,2.2466
sp_bcs_125c_vdd1.62v,bcs,125,1.62,2.458450e+09,-3.0532,11.0995,-95.9291,-0.0041,0.703620,3.589015,1.597888e-05,0.999532,3.840278,1.000323,0.703269,2.4134,2.2465
sp_bcs_125c_vdd1.62v,bcs,125,1.62,2.466800e+09,-3.0541,11.0905,-95.8684,-0.0041,0.703550,3.585292,1.609095e-05,0.999529,3.852037,1.000326,0.703196,2.4133,2.2465
sp_bcs_125c_vdd1.62v,bcs,125,1.62,2.475150e+09,-3.0550,11.0814,-95.8079,-0.0041,0.703481,3.581550,1.620342e-05,0.999525,3.863775,1.000329,0.703124,2.4132,2.2464
sp_bcs_125c_vdd1.62v,bcs,125,1.62,2.483500e+09,-3.0558,11.0723,-95.7476,-0.0042,0.703412,3.577788,1.631628e-05,0.999521,3.875492,1.000332,0.703052,2.4131,2.2463
sp_bcs_125c_vdd1.80v,bcs,125,1.80,2.400000e+09,-3.0434,11.2132,-96.6837,-0.0037,0.704421,3.636298,1.464928e-05,0.999578,3.717075,1.000287,0.704102,2.4091,2.2437
sp_bcs_125c_vdd1.80v,bcs,125,1.80,2.408350e+09,-3.0442,11.2044,-96.6215,-0.0037,0.704351,3.632620,1.475446e-05,0.999574,3.728998,1.000290,0.704030,2.4090,2.2436
sp_bcs_125c_vdd1.80v,bcs,125,1.80,2.416700e+09,-3.0451,11.1955,-96.5596,-0.0037,0.704282,3.628920,1.486003e-05,0.999570,3.740899,1.000293,0.703959,2.4090,2.2435
sp_bcs_125c_vdd1.80v,bcs,125,1.80,2.425050e+09,-3.0459,11.1866,-96.4979,-0.0038,0.704214,3.625198,1.496597e-05,0.999566,3.752779,1.000296,0.703887,2.4089,2.2435
sp_bcs_125c_vdd1.80v,bcs,125,1.80,2.433400e+09,-3.0468,11.1777,-96.4364,-0.0038,0.704145,3.621454,1.507229e-05,0.999563,3.764638,1.000299,0.703816,2.4088,2.2434
sp_bcs_125c_vdd1.80v,bcs,125,1.80,2.441750e+09,-3.0476,11.1686,-96.3751,-0.0038,0.704077,3.617690,1.517899e-05,0.999559,3.776476,1.000303,0.703745,2.4087,2.2434
sp_bcs_125c_vdd1.80v,bcs,125,1.80,2.450100e+09,-3.0484,11.1595,-96.3141,-0.0039,0.704009,3.613904,1.528607e-05,0.999555,3.788292,1.000306,0.703675,2.4086,2.2433
sp_bcs_125c_vdd1.80v,bcs,125,1.80,2.458450e+09,-3.0493,11.1504,-96.2532,-0.0039,0.703942,3.610099,1.539353e-05,0.999551,3.800087,1.000309,0.703605,2.4085,2.2432
sp_bcs_125c_vdd1.80v,bcs,125,1.80,2.466800e+09,-3.0501,11.1412,-96.1926,-0.0039,0.703875,3.606274,1.550136e-05,0.999548,3.811861,1.000312,0.703535,2.4085,2.2432
sp_bcs_125c_vdd1.80v,bcs,125,1.80,2.475150e+09,-3.0509,11.1319,-96.1322,-0.0040,0.703808,3.602430,1.560958e-05,0.999544,3.823614,1.000315,0.703465,2.4084,2.2431
sp_bcs_125c_vdd1.80v,bcs,125,1.80,2.483500e+09,-3.0517,11.1226,-96.0720,-0.0040,0.703741,3.598567,1.571817e-05,0.999540,3.835345,1.000318,0.703396,2.4083,2.2431
sp_bcs_125c_vdd1.98v,bcs,125,1.98,2.400000e+09,-3.0415,11.2648,-96.9114,-0.0035,0.704570,3.657952,1.427020e-05,0.999593,3.649573,1.000275,0.704263,2.4042,2.2404
sp_bcs_125c_vdd1.98v,bcs,125,1.98,2.408350e+09,-3.0423,11.2558,-96.8493,-0.0036,0.704503,3.654167,1.437253e-05,0.999590,3.661431,1.000278,0.704193,2.4041,2.2403
sp_bcs_125c_vdd1.98v,bcs,125,1.98,2.416700e+09,-3.0432,11.2467,-96.7875,-0.0036,0.704436,3.650360,1.447522e-05,0.999586,3.673268,1.000281,0.704124,2.4040,2.2402
sp_bcs_125c_vdd1.98v,bcs,125,1.98,2.425050e+09,-3.0440,11.2376,-96.7259,-0.0036,0.704369,3.646531,1.457828e-05,0.999583,3.685085,1.000283,0.704055,2.4039,2.2402
sp_bcs_125c_vdd1.98v,bcs,125,1.98,2.433400e+09,-3.0448,11.2284,-96.6645,-0.0037,0.704303,3.642682,1.468171e-05,0.999579,3.696880,1.000286,0.703986,2.4039,2.2401
sp_bcs_125c_vdd1.98v,bcs,125,1.98,2.441750e+09,-3.0456,11.2192,-96.6033,-0.0037,0.704237,3.638811,1.478550e-05,0.999575,3.708654,1.000289,0.703918,2.4038,2.2401
sp_bcs_125c_vdd1.98v,bcs,125,1.98,2.450100e+09,-3.0464,11.2099,-96.5423,-0.0037,0.704172,3.634921,1.488967e-05,0.999572,3.720406,1.000292,0.703850,2.4037,2.2400
sp_bcs_125c_vdd1.98v,bcs,125,1.98,2.458450e+09,-3.0472,11.2006,-96.4815,-0.0038,0.704107,3.631011,1.499420e-05,0.999568,3.732138,1.000295,0.703782,2.4036,2.2399
sp_bcs_125c_vdd1.98v,bcs,125,1.98,2.466800e+09,-3.0480,11.1911,-96.4210,-0.0038,0.704042,3.627082,1.509910e-05,0.999564,3.743849,1.000298,0.703714,2.4035,2.2399
sp_bcs_125c_vdd1.98v,bcs,125,1.98,2.475150e+09,-3.0488,11.1817,-96.3606,-0.0038,0.703977,3.623134,1.520437e-05,0.999561,3.755539,1.000301,0.703647,2.4034,2.2398
sp_bcs_125c_vdd1.98v,bcs,125,1.98,2.483500e+09,-3.0496,11.1722,-96.3005,-0.0038,0.703913,3.619168,1.531001e-05,0.999557,3.767208,1.000304,0.703580,2.4034,2.2398
sp_bcs_27c_vdd1.62v,bcs,27,1.62,2.400000e+09,-3.0082,11.8618,-98.0845,-0.0036,0.707276,3.918210,1.246736e-05,0.999580,4.085979,1.000302,0.706965,2.2767,2.1401
sp_bcs_27c_vdd1.62v,bcs,27,1.62,2.408350e+09,-3.0089,11.8503,-98.0230,-0.0037,0.707222,3.913058,1.255592e-05,0.999576,4.099961,1.000305,0.706908,2.2767,2.1400
sp_bcs_27c_vdd1.62v,bcs,27,1.62,2.416700e+09,-3.0095,11.8389,-97.9618,-0.0037,0.707169,3.907892,1.264480e-05,0.999573,4.113918,1.000308,0.706852,2.2766,2.1400
sp_bcs_27c_vdd1.62v,bcs,27,1.62,2.425050e+09,-3.0102,11.8273,-97.9007,-0.0037,0.707116,3.902711,1.273400e-05,0.999569,4.127850,1.000311,0.706796,2.2765,2.1399
sp_bcs_27c_vdd1.62v,bcs,27,1.62,2.433400e+09,-3.0108,11.8158,-97.8399,-0.0038,0.707063,3.897517,1.282351e-05,0.999565,4.141756,1.000314,0.706741,2.2764,2.1398
sp_bcs_27c_vdd1.62v,bcs,27,1.62,2.441750e+09,-3.0115,11.8041,-97.7792,-0.0038,0.707010,3.892309,1.291335e-05,0.999561,4.155638,1.000317,0.706685,2.2764,2.1398
sp_bcs_27c_vdd1.62v,bcs,27,1.62,2.450100e+09,-3.0121,11.7925,-97.7188,-0.0038,0.706958,3.887088,1.300350e-05,0.999558,4.169495,1.000320,0.706630,2.2763,2.1397
sp_bcs_27c_vdd1.62v,bcs,27,1.62,2.458450e+09,-3.0128,11.7808,-97.6586,-0.0039,0.706906,3.881854,1.309397e-05,0.999554,4.183326,1.000324,0.706576,2.2762,2.1397
sp_bcs_27c_vdd1.62v,bcs,27,1.62,2.466800e+09,-3.0134,11.7690,-97.5986,-0.0039,0.706854,3.876608,1.318475e-05,0.999550,4.197133,1.000327,0.706521,2.2761,2.1396
sp_bcs_27c_vdd1.62v,bcs,27,1.62,2.475150e+09,-3.0140,11.7572,-97.5388,-0.0039,0.706803,3.871350,1.327585e-05,0.999546,4.210915,1.000330,0.706467,2.2761,2.1396
sp_bcs_27c_vdd1.62v,bcs,27,1.62,2.483500e+09,-3.0147,11.7454,-97.4791,-0.0040,0.706752,3.866081,1.336727e-05,0.999543,4.224671,1.000333,0.706414,2.2760,2.1395
sp_bcs_27c_vdd1.80v,bcs,27,1.80,2.400000e+09,-3.0039,11.9050,-98.3625,-0.0035,0.707626,3.937786,1.207465e-05,0.999595,4.049316,1.000291,0.707325,2.2720,2.1368
sp_bcs_27c_vdd1.80v,bcs,27,1.80,2.408350e+09,-3.0046,11.8934,-98.3011,-0.0036,0.707575,3.932522,1.216028e-05,0.999591,4.063291,1.000294,0.707271,2.2720,2.1367
sp_bcs_27c_vdd1.80v,bcs,27,1.80,2.416700e+09,-3.0052,11.8818,-98.2400,-0.0036,0.707523,3.927244,1.224621e-05,0.999588,4.077241,1.000296,0.707217,2.2719,2.1367
sp_bcs_27c_vdd1.80v,bcs,27,1.80,2.425050e+09,-3.0058,11.8700,-98.1790,-0.0036,0.707472,3.921951,1.233245e-05,0.999584,4.091166,1.000299,0.707164,2.2718,2.1366
sp_bcs_27c_vdd1.80v,bcs,27,1.80,2.433400e+09,-3.0064,11.8583,-98.1183,-0.0036,0.707422,3.916646,1.241899e-05,0.999580,4.105066,1.000303,0.707111,2.2717,2.1366
sp_bcs_27c_vdd1.80v,bcs,27,1.80,2.441750e+09,-3.0071,11.8465,-98.0577,-0.0037,0.707371,3.911327,1.250584e-05,0.999577,4.118941,1.000306,0.707058,2.2717,2.1365
sp_bcs_27c_vdd1.80v,bcs,27,1.80,2.450100e+09,-3.0077,11.8346,-97.9974,-0.0037,0.707321,3.905996,1.259300e-05,0.999573,4.132792,1.000309,0.707005,2.2716,2.1365
sp_bcs_27c_vdd1.80v,bcs,27,1.80,2.458450e+09,-3.0083,11.8227,-97.9373,-0.0037,0.707271,3.900654,1.268047e-05,0.999570,4.146617,1.000312,0.706953,2.2715,2.1364
sp_bcs_27c_vdd1.80v,bcs,27,1.80,2.466800e+09,-3.0089,11.8108,-97.8774,-0.0038,0.707222,3.895300,1.276824e-05,0.999566,4.160418,1.000315,0.706901,2.2714,2.1364
sp_bcs_27c_vdd1.80v,bcs,27,1.80,2.475150e+09,-3.0095,11.7988,-97.8177,-0.0038,0.707173,3.889934,1.285631e-05,0.999562,4.174195,1.000318,0.706849,2.2714,2.1363
sp_bcs_27c_vdd1.80v,bcs,27,1.80,2.483500e+09,-3.0101,11.7868,-97.7582,-0.0038,0.707124,3.884558,1.294470e-05,0.999559,4.187946,1.000321,0.706797,2.2713,2.1362
sp_bcs_27c_vdd1.98v,bcs,27,1.98,2.400000e+09,-3.0011,11.9483,-98.5610,-0.0034,0.707859,3.957428,1.180180e-05,0.999608,3.988876,1.000280,0.707568,2.2671,2.1334
sp_bcs_27c_vdd1.98v,bcs,27,1.98,2.408350e+09,-3.0017,11.9364,-98.4998,-0.0034,0.707810,3.952048,1.188533e-05,0.999604,4.002763,1.000283,0.707516,2.2671,2.1334
sp_bcs_27c_vdd1.98v,bcs,27,1.98,2.416700e+09,-3.0023,11.9246,-98.4387,-0.0035,0.707760,3.946655,1.196916e-05,0.999601,4.016625,1.000286,0.707464,2.2670,2.1333
sp_bcs_27c_vdd1.98v,bcs,27,1.98,2.425050e+09,-3.0029,11.9127,-98.3779,-0.0035,0.707711,3.941248,1.205329e-05,0.999597,4.030463,1.000289,0.707413,2.2669,2.1333
sp_bcs_27c_vdd1.98v,bcs,27,1.98,2.433400e+09,-3.0035,11.9007,-98.3173,-0.0035,0.707663,3.935829,1.213772e-05,0.999594,4.044277,1.000291,0.707362,2.2668,2.1332
sp_bcs_27c_vdd1.98v,bcs,27,1.98,2.441750e+09,-3.0041,11.8887,-98.2568,-0.0036,0.707614,3.930398,1.222245e-05,0.999590,4.058066,1.000294,0.707311,2.2668,2.1331
sp_bcs_27c_vdd1.98v,bcs,27,1.98,2.450100e+09,-3.0047,11.8767,-98.1966,-0.0036,0.707566,3.924955,1.230747e-05,0.999587,4.071831,1.000297,0.707260,2.2667,2.1331
sp_bcs_27c_vdd1.98v,bcs,27,1.98,2.458450e+09,-3.0052,11.8646,-98.1366,-0.0036,0.707518,3.919501,1.239280e-05,0.999583,4.085571,1.000300,0.707210,2.2666,2.1330
sp_bcs_27c_vdd1.98v,bcs,27,1.98,2.466800e+09,-3.0058,11.8525,-98.0768,-0.0037,0.707471,3.914036,1.247842e-05,0.999580,4.099287,1.000303,0.707160,2.2666,2.1330
sp_bcs_27c_vdd1.98v,bcs,27,1.98,2.475150e+09,-3.0064,11.8403,-98.0172,-0.0037,0.707424,3.908561,1.256434e-05,0.999576,4.112978,1.000306,0.707110,2.2665,2.1329
sp_bcs_27c_vdd1.98v,bcs,27,1.98,2.483500e+09,-3.0070,11.8281,-97.9578,-0.0037,0.707377,3.903076,1.265057e-05,0.999573,4.126645,1.000309,0.707061,2.2664,2.1329
sp_fs_-40c_vdd1.62v,fs,-40,1.62,2.400000e+09,-3.0208,11.9672,-96.5029,-0.0045,0.706255,3.966058,1.495741e-05,0.999485,4.129492,1.000371,0.705872,2.5483,2.3453
sp_fs_-40c_vdd1.62v,fs,-40,1.62,2.408350e+09,-3.0214,11.9552,-96.4402,-0.0045,0.706202,3.960614,1.506578e-05,0.999480,4.143143,1.000374,0.705816,2.5482,2.3453
sp_fs_-40c_vdd1.62v,fs,-40,1.62,2.416700e+09,-3.0221,11.9433,-96.3777,-0.0046,0.706149,3.955157,1.517454e-05,0.999476,4.156769,1.000378,0.705760,2.5481,2.3452
sp_fs_-40c_vdd1.62v,fs,-40,1.62,2.425050e+09,-3.0227,11.9313,-96.3154,-0.0046,0.706097,3.949688,1.528369e-05,0.999471,4.170370,1.000382,0.705705,2.5480,2.3452
sp_fs_-40c_vdd1.62v,fs,-40,1.62,2.433400e+09,-3.0234,11.9192,-96.2534,-0.0046,0.706045,3.944206,1.539324e-05,0.999467,4.183946,1.000386,0.705649,2.5479,2.3451
sp_fs_-40c_vdd1.62v,fs,-40,1.62,2.441750e+09,-3.0240,11.9071,-96.1916,-0.0047,0.705993,3.938713,1.550318e-05,0.999462,4.197497,1.000390,0.705594,2.5478,2.3450
sp_fs_-40c_vdd1.62v,fs,-40,1.62,2.450100e+09,-3.0246,11.8949,-96.1300,-0.0047,0.705942,3.933209,1.561352e-05,0.999458,4.211023,1.000393,0.705540,2.5478,2.3450
sp_fs_-40c_vdd1.62v,fs,-40,1.62,2.458450e+09,-3.0253,11.8828,-96.0686,-0.0048,0.705890,3.927694,1.572426e-05,0.999453,4.224524,1.000397,0.705485,2.5477,2.3449
sp_fs_-40c_vdd1.62v,fs,-40,1.62,2.466800e+09,-3.0259,11.8705,-96.0074,-0.0048,0.705840,3.922169,1.583538e-05,0.999448,4.238000,1.000401,0.705431,2.5476,2.3449
sp_fs_-40c_vdd1.62v,fs,-40,1.62,2.475150e+09,-3.0265,11.8583,-95.9465,-0.0048,0.705789,3.916634,1.594690e-05,0.999444,4.251451,1.000405,0.705377,2.5475,2.3448
sp_fs_-40c_vdd1.62v,fs,-40,1.62,2.483500e+09,-3.0271,11.8460,-95.8857,-0.0049,0.705739,3.911089,1.605882e-05,0.999439,4.264877,1.000409,0.705324,2.5474,2.3448
sp_fs_-40c_vdd1.80v,fs,-40,1.80,2.400000e+09,-3.0154,12.0004,-96.7840,-0.0043,0.706691,3.981267,1.448112e-05,0.999501,4.111605,1.000359,0.706320,2.5441,2.3428
sp_fs_-40c_vdd1.80v,fs,-40,1.80,2.408350e+09,-3.0160,11.9883,-96.7214,-0.0044,0.706640,3.975735,1.458587e-05,0.999497,4.125274,1.000362,0.706266,2.5441,2.3427
sp_fs_-40c_vdd1.80v,fs,-40,1.80,2.416700e+09,-3.0167,11.9762,-96.6590,-0.0044,0.706589,3.970190,1.469100e-05,0.999492,4.138919,1.000366,0.706213,2.5440,2.3427
sp_fs_-40c_vdd1.80v,fs,-40,1.80,2.425050e+09,-3.0173,11.9641,-96.5968,-0.0044,0.706539,3.964634,1.479652e-05,0.999488,4.152538,1.000370,0.706159,2.5439,2.3426
sp_fs_-40c_vdd1.80v,fs,-40,1.80,2.433400e+09,-3.0179,11.9519,-96.5349,-0.0045,0.706489,3.959066,1.490241e-05,0.999484,4.166132,1.000373,0.706106,2.5438,2.3426
sp_fs_-40c_vdd1.80v,fs,-40,1.80,2.441750e+09,-3.0185,11.9396,-96.4731,-0.0045,0.706439,3.953486,1.500869e-05,0.999479,4.179702,1.000377,0.706053,2.5437,2.3425
sp_fs_-40c_vdd1.80v,fs,-40,1.80,2.450100e+09,-3.0191,11.9273,-96.4116,-0.0046,0.706390,3.947897,1.511535e-05,0.999475,4.193246,1.000381,0.706001,2.5436,2.3424
sp_fs_-40c_vdd1.80v,fs,-40,1.80,2.458450e+09,-3.0197,11.9150,-96.3503,-0.0046,0.706341,3.942296,1.522239e-05,0.999470,4.206766,1.000384,0.705948,2.5436,2.3424
sp_fs_-40c_vdd1.80v,fs,-40,1.80,2.466800e+09,-3.0203,11.9026,-96.2893,-0.0046,0.706292,3.936687,1.532981e-05,0.999466,4.220261,1.000388,0.705896,2.5435,2.3423
sp_fs_-40c_vdd1.80v,fs,-40,1.80,2.475150e+09,-3.0209,11.8902,-96.2284,-0.0047,0.706244,3.931067,1.543761e-05,0.999461,4.233732,1.000392,0.705845,2.5434,2.3423
sp_fs_-40c_vdd1.80v,fs,-40,1.80,2.483500e+09,-3.0215,11.8778,-96.1677,-0.0047,0.706195,3.925439,1.554579e-05,0.999457,4.247177,1.000396,0.705793,2.5433,2.3422
sp_fs_-40c_vdd1.98v,fs,-40,1.98,2.400000e+09,-3.0117,12.0335,-96.9863,-0.0042,0.706992,3.996477,1.414773e-05,0.999515,4.067992,1.000347,0.706632,2.5398,2.3401
sp_fs_-40c_vdd1.98v,fs,-40,1.98,2.408350e+09,-3.0123,12.0213,-96.9238,-0.0042,0.706943,3.990854,1.424989e-05,0.999511,4.081598,1.000351,0.706580,2.5397,2.3401
sp_fs_-40c_vdd1.98v,fs,-40,1.98,2.416700e+09,-3.0129,12.0090,-96.8615,-0.0043,0.706894,3.985220,1.435243e-05,0.999507,4.095178,1.000354,0.706528,2.5396,2.3400
sp_fs_-40c_vdd1.98v,fs,-40,1.98,2.425050e+09,-3.0135,11.9967,-96.7994,-0.0043,0.706846,3.979574,1.445535e-05,0.999503,4.108735,1.000358,0.706477,2.5396,2.3399
sp_fs_-40c_vdd1.98v,fs,-40,1.98,2.433400e+09,-3.0141,11.9844,-96.7376,-0.0044,0.706797,3.973917,1.455863e-05,0.999499,4.122267,1.000361,0.706425,2.5395,2.3399
sp_fs_-40c_vdd1.98v,fs,-40,1.98,2.441750e+09,-3.0147,11.9720,-96.6760,-0.0044,0.706750,3.968250,1.466228e-05,0.999494,4.135774,1.000365,0.706375,2.5394,2.3398
sp_fs_-40c_vdd1.98v,fs,-40,1.98,2.450100e+09,-3.0153,11.9595,-96.6146,-0.0044,0.706702,3.962573,1.476631e-05,0.999490,4.149257,1.000368,0.706324,2.5393,2.3398
