point_id,corner_label,temp_c,vdd_v,freq_hz,s11_db,s21_db,s12_db,s22_db,s11_mag,s21_mag,s12_mag,s22_mag,k,mu,mag_delta,nf_sp_db,nfmin_sp_db
sp_bcs_-40c_vdd1.98v,bcs,-40,1.98,2.458450e+09,-2.9676,12.0832,-99.3931,-0.0035,0.710595,4.019367,1.072369e-05,0.999592,4.515300,1.000306,0.710295,2.2277,2.0994
sp_bcs_-40c_vdd1.98v,bcs,-40,1.98,2.466800e+09,-2.9681,12.0701,-99.3335,-0.0036,0.710553,4.013341,1.079756e-05,0.999589,4.530455,1.000309,0.710251,2.2276,2.0993
sp_bcs_-40c_vdd1.98v,bcs,-40,1.98,2.475150e+09,-2.9686,12.0571,-99.2741,-0.0036,0.710512,4.007307,1.087170e-05,0.999585,4.545583,1.000312,0.710207,2.2276,2.0992
sp_bcs_-40c_vdd1.98v,bcs,-40,1.98,2.483500e+09,-2.9691,12.0440,-99.2148,-0.0036,0.710470,4.001267,1.094609e-05,0.999582,4.560685,1.000315,0.710163,2.2275,2.0992
sp_bcs_125c_vdd1.62v,bcs,125,1.62,2.400000e+09,-3.0162,10.1536,-96.5086,-0.0038,0.706626,3.218685,1.494759e-05,0.999562,4.206098,1.000308,0.706293,2.5512,2.3448
sp_bcs_125c_vdd1.62v,bcs,125,1.62,2.408350e+09,-3.0173,10.1486,-96.4455,-0.0038,0.706534,3.216826,1.505652e-05,0.999558,4.217211,1.000311,0.706198,2.5511,2.3448
sp_bcs_125c_vdd1.62v,bcs,125,1.62,2.416700e+09,-3.0185,10.1435,-96.3827,-0.0039,0.706443,3.214940,1.516584e-05,0.999554,4.228304,1.000314,0.706104,2.5510,2.3447
sp_bcs_125c_vdd1.62v,bcs,125,1.62,2.425050e+09,-3.0196,10.1383,-96.3201,-0.0039,0.706351,3.213027,1.527556e-05,0.999551,4.239379,1.000317,0.706010,2.5509,2.3446
sp_bcs_125c_vdd1.62v,bcs,125,1.62,2.433400e+09,-3.0207,10.1330,-96.2577,-0.0039,0.706260,3.211087,1.538567e-05,0.999547,4.250435,1.000321,0.705916,2.5508,2.3445
sp_bcs_125c_vdd1.62v,bcs,125,1.62,2.441750e+09,-3.0218,10.1277,-96.1955,-0.0040,0.706169,3.209121,1.549618e-05,0.999543,4.261472,1.000324,0.705822,2.5507,2.3445
sp_bcs_125c_vdd1.62v,bcs,125,1.62,2.450100e+09,-3.0229,10.1223,-96.1336,-0.0040,0.706079,3.207129,1.560707e-05,0.999539,4.272490,1.000327,0.705729,2.5506,2.3444
sp_bcs_125c_vdd1.62v,bcs,125,1.62,2.458450e+09,-3.0240,10.1169,-96.0719,-0.0040,0.705989,3.205111,1.571836e-05,0.999535,4.283490,1.000330,0.705636,2.5505,2.3443
sp_bcs_125c_vdd1.62v,bcs,125,1.62,2.466800e+09,-3.0252,10.1113,-96.0104,-0.0041,0.705899,3.203068,1.583005e-05,0.999531,4.294471,1.000333,0.705543,2.5504,2.3443
sp_bcs_125c_vdd1.62v,bcs,125,1.62,2.475150e+09,-3.0263,10.1057,-95.9491,-0.0041,0.705809,3.201000,1.594212e-05,0.999527,4.305433,1.000336,0.705450,2.5503,2.3442
sp_bcs_125c_vdd1.62v,bcs,125,1.62,2.483500e+09,-3.0274,10.1000,-95.8880,-0.0041,0.705720,3.198908,1.605459e-05,0.999523,4.316377,1.000340,0.705358,2.5502,2.3441
sp_bcs_125c_vdd1.80v,bcs,125,1.80,2.400000e+09,-3.0314,10.7787,-96.7484,-0.0037,0.705395,3.458858,1.454050e-05,0.999579,3.896913,1.000290,0.705076,2.4702,2.2872
sp_bcs_125c_vdd1.80v,bcs,125,1.80,2.408350e+09,-3.0323,10.7715,-96.6858,-0.0037,0.705315,3.456019,1.464566e-05,0.999575,3.908472,1.000293,0.704993,2.4701,2.2871
sp_bcs_125c_vdd1.80v,bcs,125,1.80,2.416700e+09,-3.0333,10.7643,-96.6235,-0.0037,0.705236,3.453154,1.475120e-05,0.999571,3.920011,1.000296,0.704911,2.4700,2.2871
sp_bcs_125c_vdd1.80v,bcs,125,1.80,2.425050e+09,-3.0343,10.7570,-96.5613,-0.0038,0.705157,3.450264,1.485713e-05,0.999568,3.931529,1.000299,0.704830,2.4699,2.2870
sp_bcs_125c_vdd1.80v,bcs,125,1.80,2.433400e+09,-3.0353,10.7497,-96.4994,-0.0038,0.705078,3.447350,1.496343e-05,0.999564,3.943028,1.000302,0.704748,2.4698,2.2869
sp_bcs_125c_vdd1.80v,bcs,125,1.80,2.441750e+09,-3.0362,10.7423,-96.4377,-0.0038,0.705000,3.444412,1.507011e-05,0.999560,3.954507,1.000305,0.704667,2.4698,2.2869
sp_bcs_125c_vdd1.80v,bcs,125,1.80,2.450100e+09,-3.0372,10.7348,-96.3762,-0.0039,0.704922,3.441451,1.517716e-05,0.999556,3.965966,1.000308,0.704587,2.4697,2.2868
sp_bcs_125c_vdd1.80v,bcs,125,1.80,2.458450e+09,-3.0381,10.7273,-96.3149,-0.0039,0.704844,3.438466,1.528460e-05,0.999553,3.977405,1.000311,0.704506,2.4696,2.2867
sp_bcs_125c_vdd1.80v,bcs,125,1.80,2.466800e+09,-3.0391,10.7197,-96.2539,-0.0039,0.704767,3.435458,1.539242e-05,0.999549,3.988824,1.000314,0.704426,2.4695,2.2867
sp_bcs_125c_vdd1.80v,bcs,125,1.80,2.475150e+09,-3.0400,10.7120,-96.1930,-0.0040,0.704689,3.432428,1.550062e-05,0.999545,4.000223,1.000317,0.704346,2.4694,2.2866
sp_bcs_125c_vdd1.80v,bcs,125,1.80,2.483500e+09,-3.0410,10.7043,-96.1324,-0.0040,0.704613,3.429376,1.560919e-05,0.999541,4.011603,1.000320,0.704266,2.4693,2.2865
sp_bcs_125c_vdd1.98v,bcs,125,1.98,2.400000e+09,-3.0409,11.2390,-96.9157,-0.0035,0.704621,3.647124,1.426321e-05,0.999594,3.659524,1.000275,0.704314,2.4079,2.2430
sp_bcs_125c_vdd1.98v,bcs,125,1.98,2.408350e+09,-3.0417,11.2301,-96.8536,-0.0036,0.704553,3.643393,1.436554e-05,0.999590,3.671361,1.000278,0.704244,2.4078,2.2430
sp_bcs_125c_vdd1.98v,bcs,125,1.98,2.416700e+09,-3.0426,11.2212,-96.7917,-0.0036,0.704486,3.639641,1.446824e-05,0.999586,3.683177,1.000281,0.704174,2.4078,2.2429
sp_bcs_125c_vdd1.98v,bcs,125,1.98,2.425050e+09,-3.0434,11.2122,-96.7300,-0.0036,0.704419,3.635866,1.457130e-05,0.999583,3.694971,1.000284,0.704104,2.4077,2.2428
sp_bcs_125c_vdd1.98v,bcs,125,1.98,2.433400e+09,-3.0442,11.2031,-96.6686,-0.0037,0.704352,3.632071,1.467473e-05,0.999579,3.706745,1.000286,0.704035,2.4076,2.2428
sp_bcs_125c_vdd1.98v,bcs,125,1.98,2.441750e+09,-3.0450,11.1940,-96.6074,-0.0037,0.704285,3.628254,1.477853e-05,0.999575,3.718497,1.000289,0.703966,2.4075,2.2427
sp_bcs_125c_vdd1.98v,bcs,125,1.98,2.450100e+09,-3.0458,11.1848,-96.5464,-0.0037,0.704219,3.624418,1.488270e-05,0.999572,3.730229,1.000292,0.703897,2.4074,2.2427
sp_bcs_125c_vdd1.98v,bcs,125,1.98,2.458450e+09,-3.0467,11.1755,-96.4856,-0.0038,0.704153,3.620561,1.498724e-05,0.999568,3.741939,1.000295,0.703829,2.4073,2.2426
sp_bcs_125c_vdd1.98v,bcs,125,1.98,2.466800e+09,-3.0475,11.1662,-96.4250,-0.0038,0.704088,3.616685,1.509215e-05,0.999565,3.753629,1.000298,0.703760,2.4073,2.2425
sp_bcs_125c_vdd1.98v,bcs,125,1.98,2.475150e+09,-3.0483,11.1569,-96.3646,-0.0038,0.704023,3.612790,1.519742e-05,0.999561,3.765298,1.000301,0.703693,2.4072,2.2425
sp_bcs_125c_vdd1.98v,bcs,125,1.98,2.483500e+09,-3.0491,11.1474,-96.3044,-0.0038,0.703958,3.608876,1.530306e-05,0.999557,3.776946,1.000304,0.703625,2.4071,2.2424
sp_bcs_27c_vdd1.62v,bcs,27,1.62,2.400000e+09,-2.9927,10.8349,-98.2626,-0.0036,0.708541,3.481341,1.221435e-05,0.999583,4.582663,1.000306,0.708228,2.4258,2.2490
sp_bcs_27c_vdd1.62v,bcs,27,1.62,2.408350e+09,-2.9937,10.8277,-98.1998,-0.0037,0.708462,3.478445,1.230293e-05,0.999579,4.595659,1.000309,0.708146,2.4258,2.2489
sp_bcs_27c_vdd1.62v,bcs,27,1.62,2.416700e+09,-2.9946,10.8204,-98.1373,-0.0037,0.708382,3.475523,1.239184e-05,0.999576,4.608634,1.000312,0.708064,2.4257,2.2489
sp_bcs_27c_vdd1.62v,bcs,27,1.62,2.425050e+09,-2.9956,10.8130,-98.0750,-0.0037,0.708303,3.472576,1.248106e-05,0.999572,4.621587,1.000315,0.707982,2.4256,2.2488
sp_bcs_27c_vdd1.62v,bcs,27,1.62,2.433400e+09,-2.9966,10.8056,-98.0129,-0.0037,0.708225,3.469605,1.257060e-05,0.999568,4.634518,1.000318,0.707901,2.4255,2.2487
sp_bcs_27c_vdd1.62v,bcs,27,1.62,2.441750e+09,-2.9975,10.7981,-97.9510,-0.0038,0.708147,3.466610,1.266047e-05,0.999565,4.647429,1.000321,0.707820,2.4254,2.2487
sp_bcs_27c_vdd1.62v,bcs,27,1.62,2.450100e+09,-2.9985,10.7905,-97.8894,-0.0038,0.708069,3.463591,1.275065e-05,0.999561,4.660318,1.000324,0.707739,2.4253,2.2486
sp_bcs_27c_vdd1.62v,bcs,27,1.62,2.458450e+09,-2.9994,10.7829,-97.8279,-0.0038,0.707991,3.460549,1.284115e-05,0.999557,4.673185,1.000327,0.707659,2.4252,2.2485
sp_bcs_27c_vdd1.62v,bcs,27,1.62,2.466800e+09,-3.0004,10.7752,-97.7667,-0.0039,0.707913,3.457484,1.293198e-05,0.999554,4.686031,1.000331,0.707579,2.4251,2.2485
sp_bcs_27c_vdd1.62v,bcs,27,1.62,2.475150e+09,-3.0013,10.7674,-97.7057,-0.0039,0.707836,3.454397,1.302312e-05,0.999550,4.698856,1.000334,0.707499,2.4250,2.2484
sp_bcs_27c_vdd1.62v,bcs,27,1.62,2.483500e+09,-3.0023,10.7596,-97.6449,-0.0039,0.707760,3.451288,1.311458e-05,0.999546,4.711660,1.000337,0.707420,2.4249,2.2483
sp_bcs_27c_vdd1.80v,bcs,27,1.80,2.400000e+09,-2.9989,11.3990,-98.4617,-0.0035,0.708035,3.714911,1.193749e-05,0.999596,4.283276,1.000292,0.707734,2.3498,2.1936
sp_bcs_27c_vdd1.80v,bcs,27,1.80,2.408350e+09,-2.9997,11.3896,-98.3996,-0.0035,0.707969,3.710887,1.202326e-05,0.999593,4.296721,1.000295,0.707665,2.3497,2.1935
sp_bcs_27c_vdd1.80v,bcs,27,1.80,2.416700e+09,-3.0005,11.3801,-98.3376,-0.0036,0.707904,3.706842,1.210935e-05,0.999589,4.310142,1.000298,0.707597,2.3496,2.1935
sp_bcs_27c_vdd1.80v,bcs,27,1.80,2.425050e+09,-3.0013,11.3705,-98.2758,-0.0036,0.707838,3.702776,1.219575e-05,0.999586,4.323541,1.000301,0.707529,2.3496,2.1934
sp_bcs_27c_vdd1.80v,bcs,27,1.80,2.433400e+09,-3.0021,11.3610,-98.2143,-0.0036,0.707773,3.698691,1.228245e-05,0.999582,4.336917,1.000304,0.707462,2.3495,2.1934
sp_bcs_27c_vdd1.80v,bcs,27,1.80,2.441750e+09,-3.0029,11.3513,-98.1530,-0.0037,0.707709,3.694586,1.236946e-05,0.999579,4.350270,1.000307,0.707394,2.3494,2.1933
sp_bcs_27c_vdd1.80v,bcs,27,1.80,2.450100e+09,-3.0037,11.3416,-98.0919,-0.0037,0.707644,3.690461,1.245679e-05,0.999575,4.363601,1.000310,0.707327,2.3493,2.1932
sp_bcs_27c_vdd1.80v,bcs,27,1.80,2.458450e+09,-3.0045,11.3319,-98.0310,-0.0037,0.707580,3.686318,1.254442e-05,0.999571,4.376908,1.000313,0.707261,2.3492,2.1932
sp_bcs_27c_vdd1.80v,bcs,27,1.80,2.466800e+09,-3.0053,11.3220,-97.9703,-0.0038,0.707517,3.682157,1.263236e-05,0.999568,4.390193,1.000316,0.707195,2.3491,2.1931
sp_bcs_27c_vdd1.80v,bcs,27,1.80,2.475150e+09,-3.0060,11.3122,-97.9098,-0.0038,0.707453,3.677978,1.272061e-05,0.999564,4.403455,1.000319,0.707129,2.3491,2.1931
sp_bcs_27c_vdd1.80v,bcs,27,1.80,2.483500e+09,-3.0068,11.3023,-97.8496,-0.0038,0.707390,3.673782,1.280916e-05,0.999561,4.416695,1.000322,0.707063,2.3490,2.1930
sp_bcs_27c_vdd1.98v,bcs,27,1.98,2.400000e+09,-3.0003,11.7946,-98.5968,-0.0034,0.707924,3.888022,1.175325e-05,0.999608,4.058282,1.000280,0.707633,2.2921,2.1516
sp_bcs_27c_vdd1.98v,bcs,27,1.98,2.408350e+09,-3.0009,11.7835,-98.5353,-0.0034,0.707870,3.883050,1.183686e-05,0.999605,4.071995,1.000283,0.707576,2.2920,2.1516
sp_bcs_27c_vdd1.98v,bcs,27,1.98,2.416700e+09,-3.0016,11.7723,-98.4739,-0.0035,0.707816,3.878062,1.192077e-05,0.999601,4.085684,1.000286,0.707520,2.2920,2.1515
sp_bcs_27c_vdd1.98v,bcs,27,1.98,2.425050e+09,-3.0023,11.7611,-98.4128,-0.0035,0.707762,3.873059,1.200499e-05,0.999598,4.099349,1.000289,0.707464,2.2919,2.1515
sp_bcs_27c_vdd1.98v,bcs,27,1.98,2.433400e+09,-3.0029,11.7498,-98.3518,-0.0035,0.707709,3.868041,1.208950e-05,0.999594,4.112991,1.000292,0.707408,2.2918,2.1514
sp_bcs_27c_vdd1.98v,bcs,27,1.98,2.441750e+09,-3.0036,11.7385,-98.2911,-0.0036,0.707656,3.863008,1.217431e-05,0.999591,4.126609,1.000295,0.707352,2.2917,2.1513
sp_bcs_27c_vdd1.98v,bcs,27,1.98,2.450100e+09,-3.0042,11.7272,-98.2306,-0.0036,0.707603,3.857961,1.225942e-05,0.999587,4.140202,1.000298,0.707297,2.2917,2.1513
sp_bcs_27c_vdd1.98v,bcs,27,1.98,2.458450e+09,-3.0049,11.7158,-98.1703,-0.0036,0.707551,3.852900,1.234483e-05,0.999584,4.153772,1.000301,0.707242,2.2916,2.1512
sp_bcs_27c_vdd1.98v,bcs,27,1.98,2.466800e+09,-3.0055,11.7043,-98.1102,-0.0036,0.707498,3.847826,1.243054e-05,0.999580,4.167319,1.000303,0.707187,2.2915,2.1512
sp_bcs_27c_vdd1.98v,bcs,27,1.98,2.475150e+09,-3.0061,11.6928,-98.0503,-0.0037,0.707447,3.842739,1.251655e-05,0.999577,4.180841,1.000306,0.707133,2.2914,2.1511
sp_bcs_27c_vdd1.98v,bcs,27,1.98,2.483500e+09,-3.0068,11.6813,-97.9906,-0.0037,0.707395,3.837640,1.260286e-05,0.999573,4.194340,1.000309,0.707079,2.2914,2.1511
sp_fs_-40c_vdd1.62v,fs,-40,1.62,2.400000e+09,-3.0137,10.9783,-96.6676,-0.0044,0.706829,3.539294,1.467633e-05,0.999489,4.607189,1.000375,0.706445,2.6892,2.4428
sp_fs_-40c_vdd1.62v,fs,-40,1.62,2.408350e+09,-3.0147,10.9705,-96.6036,-0.0045,0.706747,3.536114,1.478503e-05,0.999485,4.619760,1.000378,0.706360,2.6891,2.4427
sp_fs_-40c_vdd1.62v,fs,-40,1.62,2.416700e+09,-3.0157,10.9627,-96.5397,-0.0045,0.706666,3.532910,1.489412e-05,0.999480,4.632312,1.000382,0.706276,2.6890,2.4427
sp_fs_-40c_vdd1.62v,fs,-40,1.62,2.425050e+09,-3.0167,10.9547,-96.4761,-0.0046,0.706585,3.529682,1.500361e-05,0.999476,4.644843,1.000386,0.706191,2.6889,2.4426
sp_fs_-40c_vdd1.62v,fs,-40,1.62,2.433400e+09,-3.0177,10.9467,-96.4127,-0.0046,0.706504,3.526431,1.511350e-05,0.999471,4.657355,1.000389,0.706108,2.6888,2.4425
sp_fs_-40c_vdd1.62v,fs,-40,1.62,2.441750e+09,-3.0187,10.9386,-96.3495,-0.0046,0.706424,3.523157,1.522379e-05,0.999467,4.669847,1.000393,0.706024,2.6887,2.4425
sp_fs_-40c_vdd1.62v,fs,-40,1.62,2.450100e+09,-3.0197,10.9305,-96.2866,-0.0047,0.706344,3.519860,1.533447e-05,0.999462,4.682319,1.000397,0.705941,2.6886,2.4424
sp_fs_-40c_vdd1.62v,fs,-40,1.62,2.458450e+09,-3.0207,10.9223,-96.2239,-0.0047,0.706265,3.516541,1.544556e-05,0.999458,4.694771,1.000401,0.705858,2.6885,2.4423
sp_fs_-40c_vdd1.62v,fs,-40,1.62,2.466800e+09,-3.0216,10.9141,-96.1615,-0.0048,0.706185,3.513201,1.555704e-05,0.999453,4.707203,1.000404,0.705776,2.6884,2.4423
sp_fs_-40c_vdd1.62v,fs,-40,1.62,2.475150e+09,-3.0226,10.9057,-96.0992,-0.0048,0.706106,3.509839,1.566892e-05,0.999449,4.719616,1.000408,0.705693,2.6883,2.4422
sp_fs_-40c_vdd1.62v,fs,-40,1.62,2.483500e+09,-3.0236,10.8974,-96.0372,-0.0048,0.706028,3.506457,1.578120e-05,0.999444,4.732009,1.000412,0.705612,2.6882,2.4421
sp_fs_-40c_vdd1.80v,fs,-40,1.80,2.400000e+09,-3.0148,11.4810,-96.8813,-0.0043,0.706737,3.750162,1.431977e-05,0.999504,4.352696,1.000360,0.706366,2.6235,2.3972
sp_fs_-40c_vdd1.80v,fs,-40,1.80,2.408350e+09,-3.0157,11.4712,-96.8177,-0.0043,0.706670,3.745938,1.442495e-05,0.999500,4.365725,1.000364,0.706296,2.6234,2.3971
sp_fs_-40c_vdd1.80v,fs,-40,1.80,2.416700e+09,-3.0165,11.4614,-96.7544,-0.0044,0.706603,3.741695,1.453051e-05,0.999495,4.378732,1.000367,0.706225,2.6233,2.3971
sp_fs_-40c_vdd1.80v,fs,-40,1.80,2.425050e+09,-3.0173,11.4515,-96.6913,-0.0044,0.706536,3.737432,1.463645e-05,0.999491,4.391718,1.000371,0.706155,2.6232,2.3970
sp_fs_-40c_vdd1.80v,fs,-40,1.80,2.433400e+09,-3.0181,11.4415,-96.6284,-0.0045,0.706470,3.733150,1.474278e-05,0.999486,4.404682,1.000374,0.706086,2.6231,2.3970
sp_fs_-40c_vdd1.80v,fs,-40,1.80,2.441750e+09,-3.0189,11.4315,-96.5658,-0.0045,0.706404,3.728850,1.484950e-05,0.999482,4.417624,1.000378,0.706017,2.6231,2.3969
sp_fs_-40c_vdd1.80v,fs,-40,1.80,2.450100e+09,-3.0198,11.4214,-96.5033,-0.0045,0.706338,3.724531,1.495660e-05,0.999478,4.430544,1.000382,0.705948,2.6230,2.3968
sp_fs_-40c_vdd1.80v,fs,-40,1.80,2.458450e+09,-3.0206,11.4113,-96.4411,-0.0046,0.706272,3.720195,1.506408e-05,0.999473,4.443442,1.000385,0.705879,2.6229,2.3968
sp_fs_-40c_vdd1.80v,fs,-40,1.80,2.466800e+09,-3.0214,11.4011,-96.3792,-0.0046,0.706207,3.715842,1.517195e-05,0.999469,4.456319,1.000389,0.705811,2.6228,2.3967
sp_fs_-40c_vdd1.80v,fs,-40,1.80,2.475150e+09,-3.0222,11.3909,-96.3174,-0.0047,0.706143,3.711472,1.528020e-05,0.999464,4.469173,1.000393,0.705743,2.6227,2.3966
sp_fs_-40c_vdd1.80v,fs,-40,1.80,2.483500e+09,-3.0229,11.3807,-96.2559,-0.0047,0.706078,3.707086,1.538884e-05,0.999460,4.482006,1.000396,0.705676,2.6226,2.3966
sp_fs_-40c_vdd1.98v,fs,-40,1.98,2.400000e+09,-3.0125,11.8240,-97.0329,-0.0042,0.706927,3.901201,1.407197e-05,0.999517,4.163491,1.000347,0.706567,2.5740,2.3633
sp_fs_-40c_vdd1.98v,fs,-40,1.98,2.408350e+09,-3.0132,11.8127,-96.9699,-0.0042,0.706871,3.896143,1.417439e-05,0.999513,4.176808,1.000351,0.706507,2.5740,2.3633
sp_fs_-40c_vdd1.98v,fs,-40,1.98,2.416700e+09,-3.0139,11.8014,-96.9071,-0.0043,0.706815,3.891071,1.427718e-05,0.999508,4.190102,1.000354,0.706449,2.5739,2.3632
sp_fs_-40c_vdd1.98v,fs,-40,1.98,2.425050e+09,-3.0146,11.7900,-96.8446,-0.0043,0.706759,3.885983,1.438035e-05,0.999504,4.203372,1.000358,0.706390,2.5738,2.3632
sp_fs_-40c_vdd1.98v,fs,-40,1.98,2.433400e+09,-3.0152,11.7786,-96.7823,-0.0043,0.706704,3.880881,1.448389e-05,0.999500,4.216620,1.000361,0.706332,2.5737,2.3631
sp_fs_-40c_vdd1.98v,fs,-40,1.98,2.441750e+09,-3.0159,11.7671,-96.7202,-0.0044,0.706649,3.875765,1.458781e-05,0.999496,4.229844,1.000365,0.706274,2.5736,2.3631
sp_fs_-40c_vdd1.98v,fs,-40,1.98,2.450100e+09,-3.0166,11.7556,-96.6583,-0.0044,0.706595,3.870635,1.469210e-05,0.999491,4.243045,1.000369,0.706216,2.5736,2.3630
