point_id,corner_label,temp_c,vdd_v,amp_v_peak_per_tone,src_tone_v_peak_measured,pin_avail_dbm_per_tone,pout_dbm_per_tone,pim3_dbm,gain_db,iip3_dbm,oip3_dbm,iip3_dbm_dft_crosscheck,v_tone1_out_v,v_tone2_out_v,v_im3l_out_v,v_im3h_out_v,v_im5_out_v,im3_over_im5_db,ic1_a,idd_a,fft_npts,fft_df_hz
iip3_bcs_125c_vdd1.98v_a1mv,bcs,125,1.98,1.000000e-03,9.996210e-04,-56.0206,-42.1088,-173.5126,13.9118,9.6813,23.5930,9.6863,2.482820e-03,2.478390e-03,7.409760e-10,5.937680e-10,7.385280e-11,19.12,1.469670e-02,1.496910e-02,65536,3.814700e+06
iip3_bcs_125c_vdd1.98v_a2mv,bcs,125,1.98,2.000000e-03,1.999240e-03,-50.0000,-36.0883,-155.3672,13.9117,9.6395,23.5512,9.6406,4.965630e-03,4.956770e-03,5.708540e-09,5.072760e-09,1.252825e-10,32.68,1.469670e-02,1.496910e-02,65536,3.814700e+06
iip3_bcs_27c_vdd1.62v_a1mv,bcs,27,1.62,1.000000e-03,9.996210e-04,-56.0206,-49.5884,-135.3790,6.4322,-13.1253,-6.6931,-13.1255,1.048310e-03,1.048740e-03,5.330170e-08,5.436460e-08,3.983090e-11,62.62,8.100430e-04,1.023900e-03,65536,3.814700e+06
iip3_bcs_27c_vdd1.62v_a2mv,bcs,27,1.62,2.000000e-03,1.999240e-03,-50.0000,-43.5672,-117.3278,6.4328,-13.1197,-6.6869,-13.1198,2.096770e-03,2.097630e-03,4.260490e-07,4.342350e-07,3.818650e-10,61.03,8.100430e-04,1.023900e-03,65536,3.814700e+06
iip3_bcs_27c_vdd1.80v_a1mv,bcs,27,1.80,1.000000e-03,9.996210e-04,-56.0206,-42.5326,-157.2197,13.4880,1.3230,14.8110,1.3259,2.364300e-03,2.360700e-03,4.399110e-09,4.311440e-09,6.841760e-11,36.08,5.925650e-03,6.164930e-03,65536,3.814700e+06
iip3_bcs_27c_vdd1.80v_a2mv,bcs,27,1.80,2.000000e-03,1.999240e-03,-50.0000,-36.5121,-139.1703,13.4879,1.3291,14.8170,1.3299,4.728520e-03,4.721320e-03,3.506340e-08,3.452110e-08,1.370930e-10,48.09,5.925650e-03,6.164930e-03,65536,3.814700e+06
iip3_bcs_27c_vdd1.98v_a1mv,bcs,27,1.98,1.000000e-03,9.996210e-04,-56.0206,-41.9718,-172.2295,14.0488,9.1083,23.1570,9.1234,2.522370e-03,2.517730e-03,8.074260e-10,7.397990e-10,6.547180e-11,21.45,1.337070e-02,1.363750e-02,65536,3.814700e+06
iip3_bcs_27c_vdd1.98v_a2mv,bcs,27,1.98,2.000000e-03,1.999240e-03,-50.0000,-35.9512,-154.0551,14.0488,9.0519,23.1007,9.0557,5.044730e-03,5.035450e-03,6.364820e-09,6.174540e-09,1.150530e-10,34.73,1.337070e-02,1.363750e-02,65536,3.814700e+06
iip3_fs_-40c_vdd1.62v_a1mv,fs,-40,1.62,1.000000e-03,9.996210e-04,-56.0206,-73.7950,-143.8479,-17.7744,-20.9942,-38.7685,-20.9941,6.458540e-05,6.462000e-05,2.026840e-08,2.034190e-08,4.776330e-12,72.57,3.373350e-05,2.473850e-04,65536,3.814700e+06
iip3_fs_-40c_vdd1.62v_a2mv,fs,-40,1.62,2.000000e-03,1.999240e-03,-50.0000,-67.7536,-125.7772,-17.7536,-20.9882,-38.7418,-20.9882,1.294810e-04,1.295500e-04,1.623090e-07,1.629070e-07,7.096865e-11,67.20,3.373350e-05,2.473850e-04,65536,3.814700e+06
iip3_fs_-40c_vdd1.80v_a1mv,fs,-40,1.80,1.000000e-03,9.996210e-04,-56.0206,-45.3467,-139.6326,10.6739,-8.8777,1.7963,-8.8778,1.709040e-03,1.708360e-03,3.225330e-08,3.372520e-08,6.115410e-11,54.64,1.489540e-03,1.727320e-03,65536,3.814700e+06
iip3_fs_-40c_vdd1.80v_a2mv,fs,-40,1.80,2.000000e-03,1.999240e-03,-50.0000,-39.3281,-121.5897,10.6719,-8.8692,1.8027,-8.8692,3.417290e-03,3.415930e-03,2.575250e-07,2.691520e-07,3.633615e-10,57.20,1.489540e-03,1.727320e-03,65536,3.814700e+06
iip3_fs_-40c_vdd1.98v_a1mv,fs,-40,1.98,1.000000e-03,9.996210e-04,-56.0206,-42.3351,-161.7166,13.6855,3.6701,17.3556,3.6758,2.418780e-03,2.414840e-03,2.616780e-09,2.573590e-09,6.072050e-11,32.62,7.963710e-03,8.227580e-03,65536,3.814700e+06
iip3_fs_-40c_vdd1.98v_a2mv,fs,-40,1.98,2.000000e-03,1.999240e-03,-50.0000,-36.3146,-143.6666,13.6854,3.6760,17.3614,3.6774,4.837530e-03,4.829660e-03,2.096810e-08,2.049880e-08,1.520085e-10,42.70,7.963710e-03,8.227580e-03,65536,3.814700e+06
iip3_fs_125c_vdd1.62v_a1mv,fs,125,1.62,1.000000e-03,9.996210e-04,-56.0206,-44.6492,-150.9128,11.3714,-2.8888,8.4825,-2.8887,1.852160e-03,1.850960e-03,9.576300e-09,8.428610e-09,6.223335e-11,43.21,3.238950e-03,3.455570e-03,65536,3.814700e+06
iip3_fs_125c_vdd1.62v_a2mv,fs,125,1.62,2.000000e-03,1.999240e-03,-50.0000,-38.6294,-132.9057,11.3706,-2.8619,8.5088,-2.8618,3.704000e-03,3.701620e-03,7.622630e-08,6.690910e-08,1.129170e-10,56.04,3.238950e-03,3.455570e-03,65536,3.814700e+06
iip3_fs_125c_vdd1.80v_a1mv,fs,125,1.80,1.000000e-03,9.996210e-04,-56.0206,-43.1007,-158.7581,12.9199,1.8081,14.7280,1.8097,2.214340e-03,2.211500e-03,3.826080e-09,3.470590e-09,6.734115e-11,34.68,6.592020e-03,6.836370e-03,65536,3.814700e+06
iip3_fs_125c_vdd1.80v_a2mv,fs,125,1.80,2.000000e-03,1.999240e-03,-50.0000,-37.0803,-140.7524,12.9197,1.8361,14.7558,1.8365,4.428580e-03,4.422910e-03,3.031920e-08,2.767840e-08,1.163230e-10,47.93,6.592020e-03,6.836370e-03,65536,3.814700e+06
iip3_fs_125c_vdd1.98v_a1mv,fs,125,1.98,1.000000e-03,9.996210e-04,-56.0206,-42.6442,-165.0327,13.3764,5.1736,18.5500,5.1762,2.334090e-03,2.330560e-03,1.846090e-09,1.697110e-09,8.578020e-11,26.30,9.865290e-03,1.013840e-02,65536,3.814700e+06
iip3_fs_125c_vdd1.98v_a2mv,fs,125,1.98,2.000000e-03,1.999240e-03,-50.0000,-36.6237,-147.0856,13.3763,5.2309,18.6072,5.2316,4.668140e-03,4.661080e-03,1.463470e-08,1.333910e-08,1.319890e-10,40.50,9.865290e-03,1.013840e-02,65536,3.814700e+06
iip3_fs_27c_vdd1.62v_a1mv,fs,27,1.62,1.000000e-03,9.996210e-04,-56.0206,-51.6612,-135.7187,4.3594,-13.9919,-9.6325,-13.9920,8.256750e-04,8.261650e-04,5.172920e-08,5.180800e-08,4.295540e-11,61.62,6.137070e-04,8.276570e-04,65536,3.814700e+06
iip3_fs_27c_vdd1.62v_a2mv,fs,27,1.62,2.000000e-03,1.999240e-03,-50.0000,-45.6390,-117.6677,4.3610,-13.9856,-9.6246,-13.9856,1.651670e-03,1.652650e-03,4.134100e-07,4.138520e-07,4.727915e-10,58.84,6.137070e-04,8.276570e-04,65536,3.814700e+06
iip3_fs_27c_vdd1.80v_a1mv,fs,27,1.80,1.000000e-03,9.996210e-04,-56.0206,-43.3517,-150.9126,12.6689,-2.2401,10.4288,-2.2392,2.151110e-03,2.148660e-03,9.142000e-09,8.863290e-09,6.437755e-11,42.91,4.067680e-03,4.307320e-03,65536,3.814700e+06
iip3_fs_27c_vdd1.80v_a2mv,fs,27,1.80,2.000000e-03,1.999240e-03,-50.0000,-37.3315,-132.8863,12.6685,-2.2226,10.4459,-2.2224,4.302010e-03,4.297110e-03,7.277180e-08,7.068250e-08,1.294693e-10,54.87,4.067680e-03,4.307320e-03,65536,3.814700e+06
iip3_fs_27c_vdd1.98v_a1mv,fs,27,1.98,1.000000e-03,9.996210e-04,-56.0206,-42.4268,-163.7527,13.5938,4.6423,18.2362,4.6476,2.393360e-03,2.389530e-03,2.127440e-09,1.978340e-09,8.455150e-11,27.70,9.046150e-03,9.313430e-03,65536,3.814700e+06
iip3_fs_27c_vdd1.98v_a2mv,fs,27,1.98,2.000000e-03,1.999240e-03,-50.0000,-36.4062,-145.7545,13.5938,4.6741,18.2679,4.6755,4.786690e-03,4.779030e-03,1.664510e-08,1.596140e-08,2.064475e-10,37.95,9.046150e-03,9.313430e-03,65536,3.814700e+06
iip3_sf_-40c_vdd1.62v_a1mv,sf,-40,1.62,1.000000e-03,9.996210e-04,-56.0206,-73.7950,-143.8479,-17.7744,-20.9942,-38.7685,-20.9941,6.458540e-05,6.462000e-05,2.026840e-08,2.034190e-08,4.776330e-12,72.57,3.373350e-05,2.473850e-04,65536,3.814700e+06
iip3_sf_-40c_vdd1.62v_a2mv,sf,-40,1.62,2.000000e-03,1.999240e-03,-50.0000,-67.7536,-125.7772,-17.7536,-20.9882,-38.7418,-20.9882,1.294810e-04,1.295500e-04,1.623090e-07,1.629070e-07,7.096865e-11,67.20,3.373350e-05,2.473850e-04,65536,3.814700e+06
iip3_sf_-40c_vdd1.80v_a1mv,sf,-40,1.80,1.000000e-03,9.996210e-04,-56.0206,-45.3467,-139.6326,10.6739,-8.8777,1.7963,-8.8778,1.709040e-03,1.708360e-03,3.225330e-08,3.372520e-08,6.115410e-11,54.64,1.489540e-03,1.727320e-03,65536,3.814700e+06
iip3_sf_-40c_vdd1.80v_a2mv,sf,-40,1.80,2.000000e-03,1.999240e-03,-50.0000,-39.3281,-121.5897,10.6719,-8.8692,1.8027,-8.8692,3.417290e-03,3.415930e-03,2.575250e-07,2.691520e-07,3.633615e-10,57.20,1.489540e-03,1.727320e-03,65536,3.814700e+06
iip3_sf_-40c_vdd1.98v_a1mv,sf,-40,1.98,1.000000e-03,9.996210e-04,-56.0206,-42.3351,-161.7166,13.6855,3.6701,17.3556,3.6758,2.418780e-03,2.414840e-03,2.616780e-09,2.573590e-09,6.072050e-11,32.62,7.963710e-03,8.227580e-03,65536,3.814700e+06
iip3_sf_-40c_vdd1.98v_a2mv,sf,-40,1.98,2.000000e-03,1.999240e-03,-50.0000,-36.3146,-143.6666,13.6854,3.6760,17.3614,3.6774,4.837530e-03,4.829660e-03,2.096810e-08,2.049880e-08,1.520085e-10,42.70,7.963710e-03,8.227580e-03,65536,3.814700e+06
iip3_sf_125c_vdd1.62v_a1mv,sf,125,1.62,1.000000e-03,9.996210e-04,-56.0206,-44.6492,-150.9128,11.3714,-2.8888,8.4825,-2.8887,1.852160e-03,1.850960e-03,9.576300e-09,8.428610e-09,6.223335e-11,43.21,3.238950e-03,3.455570e-03,65536,3.814700e+06
iip3_sf_125c_vdd1.62v_a2mv,sf,125,1.62,2.000000e-03,1.999240e-03,-50.0000,-38.6294,-132.9057,11.3706,-2.8619,8.5088,-2.8618,3.704000e-03,3.701620e-03,7.622630e-08,6.690910e-08,1.129170e-10,56.04,3.238950e-03,3.455570e-03,65536,3.814700e+06
iip3_sf_125c_vdd1.80v_a1mv,sf,125,1.80,1.000000e-03,9.996210e-04,-56.0206,-43.1007,-158.7581,12.9199,1.8081,14.7280,1.8097,2.214340e-03,2.211500e-03,3.826080e-09,3.470590e-09,6.734115e-11,34.68,6.592020e-03,6.836370e-03,65536,3.814700e+06
iip3_sf_125c_vdd1.80v_a2mv,sf,125,1.80,2.000000e-03,1.999240e-03,-50.0000,-37.0803,-140.7524,12.9197,1.8361,14.7558,1.8365,4.428580e-03,4.422910e-03,3.031920e-08,2.767840e-08,1.163230e-10,47.93,6.592020e-03,6.836370e-03,65536,3.814700e+06
iip3_sf_125c_vdd1.98v_a1mv,sf,125,1.98,1.000000e-03,9.996210e-04,-56.0206,-42.6442,-165.0327,13.3764,5.1736,18.5500,5.1762,2.334090e-03,2.330560e-03,1.846090e-09,1.697110e-09,8.578020e-11,26.30,9.865290e-03,1.013840e-02,65536,3.814700e+06
iip3_sf_125c_vdd1.98v_a2mv,sf,125,1.98,2.000000e-03,1.999240e-03,-50.0000,-36.6237,-147.0856,13.3763,5.2309,18.6072,5.2316,4.668140e-03,4.661080e-03,1.463470e-08,1.333910e-08,1.319890e-10,40.50,9.865290e-03,1.013840e-02,65536,3.814700e+06
iip3_sf_27c_vdd1.62v_a1mv,sf,27,1.62,1.000000e-03,9.996210e-04,-56.0206,-51.6612,-135.7187,4.3594,-13.9919,-9.6325,-13.9920,8.256750e-04,8.261650e-04,5.172920e-08,5.180800e-08,4.295540e-11,61.62,6.137070e-04,8.276570e-04,65536,3.814700e+06
iip3_sf_27c_vdd1.62v_a2mv,sf,27,1.62,2.000000e-03,1.999240e-03,-50.0000,-45.6390,-117.6677,4.3610,-13.9856,-9.6246,-13.9856,1.651670e-03,1.652650e-03,4.134100e-07,4.138520e-07,4.727915e-10,58.84,6.137070e-04,8.276570e-04,65536,3.814700e+06
iip3_sf_27c_vdd1.80v_a1mv,sf,27,1.80,1.000000e-03,9.996210e-04,-56.0206,-43.3517,-150.9126,12.6689,-2.2401,10.4288,-2.2392,2.151110e-03,2.148660e-03,9.142000e-09,8.863290e-09,6.437755e-11,42.91,4.067680e-03,4.307320e-03,65536,3.814700e+06
iip3_sf_27c_vdd1.80v_a2mv,sf,27,1.80,2.000000e-03,1.999240e-03,-50.0000,-37.3315,-132.8863,12.6685,-2.2226,10.4459,-2.2224,4.302010e-03,4.297110e-03,7.277180e-08,7.068250e-08,1.294693e-10,54.87,4.067680e-03,4.307320e-03,65536,3.814700e+06
iip3_sf_27c_vdd1.98v_a1mv,sf,27,1.98,1.000000e-03,9.996210e-04,-56.0206,-42.4268,-163.7527,13.5938,4.6423,18.2362,4.6476,2.393360e-03,2.389530e-03,2.127440e-09,1.978340e-09,8.455150e-11,27.70,9.046150e-03,9.313430e-03,65536,3.814700e+06
iip3_sf_27c_vdd1.98v_a2mv,sf,27,1.98,2.000000e-03,1.999240e-03,-50.0000,-36.4062,-145.7545,13.5938,4.6741,18.2679,4.6755,4.786690e-03,4.779030e-03,1.664510e-08,1.596140e-08,2.064475e-10,37.95,9.046150e-03,9.313430e-03,65536,3.814700e+06
iip3_typ_-40c_vdd1.62v_a1mv,typ,-40,1.62,1.000000e-03,9.996210e-04,-56.0206,-73.7950,-143.8479,-17.7744,-20.9942,-38.7685,-20.9941,6.458540e-05,6.462000e-05,2.026840e-08,2.034190e-08,4.776330e-12,72.57,3.373350e-05,2.473850e-04,65536,3.814700e+06
iip3_typ_-40c_vdd1.62v_a2mv,typ,-40,1.62,2.000000e-03,1.999240e-03,-50.0000,-67.7536,-125.7772,-17.7536,-20.9882,-38.7418,-20.9882,1.294810e-04,1.295500e-04,1.623090e-07,1.629070e-07,7.096865e-11,67.20,3.373350e-05,2.473850e-04,65536,3.814700e+06
iip3_typ_-40c_vdd1.80v_a1mv,typ,-40,1.80,1.000000e-03,9.996210e-04,-56.0206,-45.3467,-139.6326,10.6739,-8.8777,1.7963,-8.8778,1.709040e-03,1.708360e-03,3.225330e-08,3.372520e-08,6.115410e-11,54.64,1.489540e-03,1.727320e-03,65536,3.814700e+06
iip3_typ_-40c_vdd1.80v_a2mv,typ,-40,1.80,2.000000e-03,1.999240e-03,-50.0000,-39.3281,-121.5897,10.6719,-8.8692,1.8027,-8.8692,3.417290e-03,3.415930e-03,2.575250e-07,2.691520e-07,3.633615e-10,57.20,1.489540e-03,1.727320e-03,65536,3.814700e+06
iip3_typ_-40c_vdd1.98v_a1mv,typ,-40,1.98,1.000000e-03,9.996210e-04,-56.0206,-42.3351,-161.7166,13.6855,3.6701,17.3556,3.6758,2.418780e-03,2.414840e-03,2.616780e-09,2.573590e-09,6.072050e-11,32.62,7.963710e-03,8.227580e-03,65536,3.814700e+06
iip3_typ_-40c_vdd1.98v_a2mv,typ,-40,1.98,2.000000e-03,1.999240e-03,-50.0000,-36.3146,-143.6666,13.6854,3.6760,17.3614,3.6774,4.837530e-03,4.829660e-03,2.096810e-08,2.049880e-08,1.520085e-10,42.70,7.963710e-03,8.227580e-03,65536,3.814700e+06
iip3_typ_125c_vdd1.62v_a1mv,typ,125,1.62,1.000000e-03,9.996210e-04,-56.0206,-44.6492,-150.9128,11.3714,-2.8888,8.4825,-2.8887,1.852160e-03,1.850960e-03,9.576300e-09,8.428610e-09,6.223335e-11,43.21,3.238950e-03,3.455570e-03,65536,3.814700e+06
iip3_typ_125c_vdd1.62v_a2mv,typ,125,1.62,2.000000e-03,1.999240e-03,-50.0000,-38.6294,-132.9057,11.3706,-2.8619,8.5088,-2.8618,3.704000e-03,3.701620e-03,7.622630e-08,6.690910e-08,1.129170e-10,56.04,3.238950e-03,3.455570e-03,65536,3.814700e+06
iip3_typ_125c_vdd1.80v_a1mv,typ,125,1.80,1.000000e-03,9.996210e-04,-56.0206,-43.1007,-158.7581,12.9199,1.8081,14.7280,1.8097,2.214340e-03,2.211500e-03,3.826080e-09,3.470590e-09,6.734115e-11,34.68,6.592020e-03,6.836370e-03,65536,3.814700e+06
iip3_typ_125c_vdd1.80v_a2mv,typ,125,1.80,2.000000e-03,1.999240e-03,-50.0000,-37.0803,-140.7524,12.9197,1.8361,14.7558,1.8365,4.428580e-03,4.422910e-03,3.031920e-08,2.767840e-08,1.163230e-10,47.93,6.592020e-03,6.836370e-03,65536,3.814700e+06
iip3_typ_125c_vdd1.98v_a1mv,typ,125,1.98,1.000000e-03,9.996210e-04,-56.0206,-42.6442,-165.0327,13.3764,5.1736,18.5500,5.1762,2.334090e-03,2.330560e-03,1.846090e-09,1.697110e-09,8.578020e-11,26.30,9.865290e-03,1.013840e-02,65536,3.814700e+06
iip3_typ_125c_vdd1.98v_a2mv,typ,125,1.98,2.000000e-03,1.999240e-03,-50.0000,-36.6237,-147.0856,13.3763,5.2309,18.6072,5.2316,4.668140e-03,4.661080e-03,1.463470e-08,1.333910e-08,1.319890e-10,40.50,9.865290e-03,1.013840e-02,65536,3.814700e+06
iip3_typ_27c_vdd1.62v_a1mv,typ,27,1.62,1.000000e-03,9.996210e-04,-56.0206,-51.6612,-135.7187,4.3594,-13.9919,-9.6325,-13.9920,8.256750e-04,8.261650e-04,5.172920e-08,5.180800e-08,4.295540e-11,61.62,6.137070e-04,8.276570e-04,65536,3.814700e+06
iip3_typ_27c_vdd1.62v_a2mv,typ,27,1.62,2.000000e-03,1.999240e-03,-50.0000,-45.6390,-117.6677,4.3610,-13.9856,-9.6246,-13.9856,1.651670e-03,1.652650e-03,4.134100e-07,4.138520e-07,4.727915e-10,58.84,6.137070e-04,8.276570e-04,65536,3.814700e+06
iip3_typ_27c_vdd1.80v_a0p5mv,typ,27,1.80,5.000000e-04,4.998100e-04,-62.0412,-49.3722,-168.6955,12.6690,-2.3795,10.2895,-2.3759,1.075570e-03,1.074340e-03,1.185000e-09,1.139090e-09,3.777120e-11,29.76,4.067680e-03,4.307320e-03,65536,3.814700e+06
iip3_typ_27c_vdd1.80v_a1mv,typ,27,1.80,1.000000e-03,9.996210e-04,-56.0206,-43.3517,-150.9126,12.6689,-2.2401,10.4288,-2.2392,2.151110e-03,2.148660e-03,9.142000e-09,8.863290e-09,6.437755e-11,42.91,4.067680e-03,4.307320e-03,65536,3.814700e+06
iip3_typ_27c_vdd1.80v_a2mv,typ,27,1.80,2.000000e-03,1.999240e-03,-50.0000,-37.3315,-132.8863,12.6685,-2.2226,10.4459,-2.2224,4.302010e-03,4.297110e-03,7.277180e-08,7.068250e-08,1.294693e-10,54.87,4.067680e-03,4.307320e-03,65536,3.814700e+06
iip3_typ_27c_vdd1.80v_a4mv,typ,27,1.80,4.000000e-03,3.998480e-03,-43.9794,-31.3126,-114.8267,12.6668,-2.2223,10.4444,-2.2223,8.602320e-03,8.592570e-03,5.818970e-07,5.654480e-07,6.236810e-10,59.27,4.067680e-03,4.307320e-03,65536,3.814700e+06
iip3_typ_27c_vdd1.80v_a8mv,typ,27,1.80,8.000000e-03,7.996960e-03,-37.9588,-25.2988,-96.7350,12.6600,-2.2407,10.4193,-2.2407,1.719110e-02,1.717180e-02,4.671480e-06,4.538980e-06,7.221795e-09,56.09,4.067680e-03,4.307320e-03,65536,3.814700e+06
iip3_typ_27c_vdd1.98v_a1mv,typ,27,1.98,1.000000e-03,9.996210e-04,-56.0206,-42.4268,-163.7527,13.5938,4.6423,18.2362,4.6476,2.393360e-03,2.389530e-03,2.127440e-09,1.978340e-09,8.455150e-11,27.70,9.046150e-03,9.313430e-03,65536,3.814700e+06
iip3_typ_27c_vdd1.98v_a2mv,typ,27,1.98,2.000000e-03,1.999240e-03,-50.0000,-36.4062,-145.7545,13.5938,4.6741,18.2679,4.6755,4.786690e-03,4.779030e-03,1.664510e-08,1.596140e-08,2.064475e-10,37.95,9.046150e-03,9.313430e-03,65536,3.814700e+06
iip3_wcs_-40c_vdd1.62v_a1mv,wcs,-40,1.62,1.000000e-03,9.996210e-04,-56.0206,-77.0652,-145.0521,-21.0446,-22.0271,-43.0717,-22.0271,4.433020e-05,4.433880e-05,1.763120e-08,1.772150e-08,1.780875e-12,79.94,2.491470e-05,2.385690e-04,65536,3.814700e+06
iip3_wcs_-40c_vdd1.62v_a2mv,wcs,-40,1.62,2.000000e-03,1.999240e-03,-50.0000,-71.0215,-126.9908,-21.0215,-22.0154,-43.0369,-22.0153,8.889570e-05,8.891310e-05,1.410380e-07,1.417680e-07,1.366165e-11,80.30,2.491470e-05,2.385690e-04,65536,3.814700e+06
iip3_wcs_-40c_vdd1.80v_a1mv,wcs,-40,1.80,1.000000e-03,9.996210e-04,-56.0206,-47.1103,-138.3536,8.9103,-10.3989,-1.4886,-10.3991,1.394710e-03,1.394730e-03,3.808490e-08,3.836020e-08,6.175245e-11,55.83,1.057650e-03,1.295530e-03,65536,3.814700e+06
iip3_wcs_-40c_vdd1.80v_a2mv,wcs,-40,1.80,2.000000e-03,1.999240e-03,-50.0000,-41.0922,-120.3104,8.9078,-10.3909,-1.4832,-10.3910,2.788590e-03,2.788630e-03,3.041780e-07,3.060750e-07,4.963655e-10,55.77,1.057650e-03,1.295530e-03,65536,3.814700e+06
iip3_wcs_-40c_vdd1.98v_a1mv,wcs,-40,1.98,1.000000e-03,9.996210e-04,-56.0206,-42.9130,-154.9035,13.1076,-0.0254,13.0822,-0.0232,2.262770e-03,2.259730e-03,5.724650e-09,5.647790e-09,6.473385e-11,38.87,5.523430e-03,5.787610e-03,65536,3.814700e+06
iip3_wcs_-40c_vdd1.98v_a2mv,wcs,-40,1.98,2.000000e-03,1.999240e-03,-50.0000,-36.8926,-136.9111,13.1074,0.0093,13.1167,0.0098,4.525450e-03,4.519380e-03,4.545710e-08,4.479860e-08,1.212885e-10,51.41,5.523430e-03,5.787610e-03,65536,3.814700e+06
iip3_wcs_125c_vdd1.62v_a1mv,wcs,125,1.62,1.000000e-03,9.996210e-04,-56.0206,-46.4298,-148.7566,9.5908,-4.8572,4.7336,-4.8575,1.508490e-03,1.508260e-03,1.297380e-08,1.010430e-08,5.314630e-11,46.73,2.168280e-03,2.385330e-03,65536,3.814700e+06
iip3_wcs_125c_vdd1.62v_a2mv,wcs,125,1.62,2.000000e-03,1.999240e-03,-50.0000,-40.4105,-130.7269,9.5895,-4.8418,4.7476,-4.8419,3.016520e-03,3.016060e-03,1.035430e-07,8.040140e-08,1.297417e-10,57.01,2.168280e-03,2.385330e-03,65536,3.814700e+06
iip3_wcs_125c_vdd1.80v_a1mv,wcs,125,1.80,1.000000e-03,9.996210e-04,-56.0206,-44.1768,-153.2980,11.8438,-1.4600,10.3838,-1.4595,1.955890e-03,1.954240e-03,7.290490e-09,6.390880e-09,6.836140e-11,40.01,4.377940e-03,4.622870e-03,65536,3.814700e+06
iip3_wcs_125c_vdd1.80v_a2mv,wcs,125,1.80,2.000000e-03,1.999240e-03,-50.0000,-38.1566,-135.2729,11.8434,-1.4419,10.4015,-1.4418,3.911570e-03,3.908270e-03,5.799830e-08,5.099150e-08,1.430080e-10,51.62,4.377940e-03,4.622870e-03,65536,3.814700e+06
