point_id,corner_label,temp_c,vdd_v,freq_hz,s11_db,s21_db,s12_db,s22_db,s11_mag,s21_mag,s12_mag,s22_mag,k,mu,mag_delta,nf_sp_db,nfmin_sp_db
sp_bcs_-40c_vdd1.80v,bcs,-40,1.80,2.483500e+09,-0.4810,11.9782,-98.0765,-0.0037,0.946129,3.971094,1.247889e-05,0.999575,0.534685,0.999780,0.945708,1.6540,0.5995
sp_bcs_-40c_vdd1.98v,bcs,-40,1.98,2.400000e+09,-0.4485,14.2214,-97.5842,-0.0034,0.949680,5.141287,1.320651e-05,0.999611,0.490467,0.999647,0.949305,1.2762,0.6433
sp_bcs_-40c_vdd1.98v,bcs,-40,1.98,2.408350e+09,-0.4486,14.2037,-97.5310,-0.0034,0.949665,5.130819,1.328767e-05,0.999608,0.493962,0.999648,0.949288,1.2762,0.6433
sp_bcs_-40c_vdd1.98v,bcs,-40,1.98,2.416700e+09,-0.4487,14.1860,-97.4780,-0.0034,0.949651,5.120372,1.336909e-05,0.999604,0.497446,0.999649,0.949271,1.2762,0.6433
sp_bcs_-40c_vdd1.98v,bcs,-40,1.98,2.425050e+09,-0.4488,14.1683,-97.4251,-0.0035,0.949637,5.109945,1.345077e-05,0.999601,0.500920,0.999651,0.949254,1.2761,0.6433
sp_bcs_-40c_vdd1.98v,bcs,-40,1.98,2.433400e+09,-0.4490,14.1506,-97.3723,-0.0035,0.949624,5.099539,1.353272e-05,0.999598,0.504385,0.999652,0.949236,1.2761,0.6433
sp_bcs_-40c_vdd1.98v,bcs,-40,1.98,2.441750e+09,-0.4491,14.1329,-97.3197,-0.0035,0.949610,5.089154,1.361493e-05,0.999594,0.507840,0.999653,0.949220,1.2761,0.6433
sp_bcs_-40c_vdd1.98v,bcs,-40,1.98,2.450100e+09,-0.4492,14.1152,-97.2672,-0.0036,0.949596,5.078791,1.369741e-05,0.999591,0.511285,0.999654,0.949203,1.2760,0.6434
sp_bcs_-40c_vdd1.98v,bcs,-40,1.98,2.458450e+09,-0.4493,14.0975,-97.2149,-0.0036,0.949583,5.068449,1.378016e-05,0.999587,0.514721,0.999655,0.949186,1.2760,0.6434
sp_bcs_-40c_vdd1.98v,bcs,-40,1.98,2.466800e+09,-0.4495,14.0798,-97.1628,-0.0036,0.949569,5.058129,1.386317e-05,0.999584,0.518147,0.999656,0.949169,1.2760,0.6434
sp_bcs_-40c_vdd1.98v,bcs,-40,1.98,2.475150e+09,-0.4496,14.0621,-97.1107,-0.0036,0.949556,5.047831,1.394644e-05,0.999580,0.521564,0.999657,0.949153,1.2760,0.6434
sp_bcs_-40c_vdd1.98v,bcs,-40,1.98,2.483500e+09,-0.4497,14.0444,-97.0589,-0.0037,0.949543,5.037555,1.402998e-05,0.999577,0.524971,0.999659,0.949136,1.2759,0.6434
sp_bcs_125c_vdd1.62v,bcs,125,1.62,2.400000e+09,-0.5665,12.7091,-95.1273,-0.0038,0.936861,4.319739,1.752413e-05,0.999560,0.397087,0.999627,0.936423,1.6037,0.6757
sp_bcs_125c_vdd1.62v,bcs,125,1.62,2.408350e+09,-0.5672,12.6987,-95.0657,-0.0039,0.936784,4.314559,1.764882e-05,0.999556,0.400929,0.999627,0.936342,1.6036,0.6757
sp_bcs_125c_vdd1.62v,bcs,125,1.62,2.416700e+09,-0.5679,12.6883,-95.0043,-0.0039,0.936707,4.309360,1.777396e-05,0.999552,0.404762,0.999628,0.936262,1.6035,0.6757
sp_bcs_125c_vdd1.62v,bcs,125,1.62,2.425050e+09,-0.5686,12.6777,-94.9432,-0.0039,0.936631,4.304140,1.789954e-05,0.999548,0.408589,0.999629,0.936182,1.6034,0.6757
sp_bcs_125c_vdd1.62v,bcs,125,1.62,2.433400e+09,-0.5693,12.6671,-94.8822,-0.0040,0.936555,4.298900,1.802557e-05,0.999544,0.412408,0.999629,0.936103,1.6034,0.6757
sp_bcs_125c_vdd1.62v,bcs,125,1.62,2.441750e+09,-0.5700,12.6565,-94.8215,-0.0040,0.936480,4.293642,1.815205e-05,0.999540,0.416220,0.999630,0.936024,1.6033,0.6757
sp_bcs_125c_vdd1.62v,bcs,125,1.62,2.450100e+09,-0.5707,12.6458,-94.7610,-0.0040,0.936405,4.288365,1.827898e-05,0.999536,0.420025,0.999631,0.935945,1.6032,0.6758
sp_bcs_125c_vdd1.62v,bcs,125,1.62,2.458450e+09,-0.5714,12.6351,-94.7006,-0.0041,0.936331,4.283071,1.840635e-05,0.999532,0.423822,0.999632,0.935867,1.6032,0.6758
sp_bcs_125c_vdd1.62v,bcs,125,1.62,2.466800e+09,-0.5721,12.6243,-94.6405,-0.0041,0.936257,4.277759,1.853417e-05,0.999528,0.427612,0.999632,0.935789,1.6031,0.6758
sp_bcs_125c_vdd1.62v,bcs,125,1.62,2.475150e+09,-0.5728,12.6135,-94.5806,-0.0041,0.936183,4.272430,1.866244e-05,0.999524,0.431395,0.999633,0.935711,1.6030,0.6758
sp_bcs_125c_vdd1.62v,bcs,125,1.62,2.483500e+09,-0.5735,12.6026,-94.5209,-0.0042,0.936110,4.267084,1.879115e-05,0.999520,0.435170,0.999634,0.935634,1.6030,0.6758
sp_bcs_125c_vdd1.80v,bcs,125,1.80,2.400000e+09,-0.5706,13.7511,-94.7816,-0.0037,0.936420,4.870281,1.823553e-05,0.999569,0.428086,0.999587,0.936000,1.4375,0.7573
sp_bcs_125c_vdd1.80v,bcs,125,1.80,2.408350e+09,-0.5708,13.7356,-94.7237,-0.0038,0.936398,4.861616,1.835760e-05,0.999565,0.431476,0.999588,0.935975,1.4374,0.7573
sp_bcs_125c_vdd1.80v,bcs,125,1.80,2.416700e+09,-0.5710,13.7201,-94.6659,-0.0038,0.936376,4.852956,1.848009e-05,0.999562,0.434856,0.999589,0.935950,1.4374,0.7573
sp_bcs_125c_vdd1.80v,bcs,125,1.80,2.425050e+09,-0.5712,13.7046,-94.6083,-0.0038,0.936355,4.844299,1.860301e-05,0.999558,0.438227,0.999589,0.935925,1.4374,0.7573
sp_bcs_125c_vdd1.80v,bcs,125,1.80,2.433400e+09,-0.5714,13.6891,-94.5509,-0.0039,0.936334,4.835648,1.872635e-05,0.999554,0.441587,0.999590,0.935900,1.4374,0.7573
sp_bcs_125c_vdd1.80v,bcs,125,1.80,2.441750e+09,-0.5716,13.6736,-94.4937,-0.0039,0.936313,4.827003,1.885012e-05,0.999550,0.444938,0.999590,0.935875,1.4373,0.7573
sp_bcs_125c_vdd1.80v,bcs,125,1.80,2.450100e+09,-0.5718,13.6580,-94.4367,-0.0039,0.936292,4.818363,1.897431e-05,0.999546,0.448280,0.999591,0.935851,1.4373,0.7574
sp_bcs_125c_vdd1.80v,bcs,125,1.80,2.458450e+09,-0.5720,13.6424,-94.3798,-0.0040,0.936271,4.809729,1.909892e-05,0.999542,0.451611,0.999592,0.935826,1.4373,0.7574
sp_bcs_125c_vdd1.80v,bcs,125,1.80,2.466800e+09,-0.5722,13.6268,-94.3231,-0.0040,0.936250,4.801101,1.922396e-05,0.999538,0.454933,0.999592,0.935802,1.4372,0.7574
sp_bcs_125c_vdd1.80v,bcs,125,1.80,2.475150e+09,-0.5723,13.6112,-94.2666,-0.0040,0.936230,4.792481,1.934942e-05,0.999534,0.458246,0.999593,0.935778,1.4372,0.7574
sp_bcs_125c_vdd1.80v,bcs,125,1.80,2.483500e+09,-0.5725,13.5956,-94.2103,-0.0041,0.936210,4.783867,1.947531e-05,0.999531,0.461549,0.999594,0.935754,1.4372,0.7574
sp_bcs_125c_vdd1.98v,bcs,125,1.98,2.400000e+09,-0.5675,14.0237,-94.4231,-0.0036,0.936757,5.025543,1.900393e-05,0.999581,0.412347,0.999542,0.936351,1.3972,0.8678
sp_bcs_125c_vdd1.98v,bcs,125,1.98,2.408350e+09,-0.5675,14.0067,-94.3682,-0.0037,0.936756,5.015712,1.912455e-05,0.999577,0.415580,0.999542,0.936347,1.3972,0.8678
sp_bcs_125c_vdd1.98v,bcs,125,1.98,2.416700e+09,-0.5675,13.9896,-94.3134,-0.0037,0.936755,5.005895,1.924557e-05,0.999574,0.418802,0.999543,0.936343,1.3972,0.8678
sp_bcs_125c_vdd1.98v,bcs,125,1.98,2.425050e+09,-0.5675,13.9726,-94.2588,-0.0037,0.936754,4.996093,1.936699e-05,0.999570,0.422014,0.999543,0.936338,1.3973,0.8678
sp_bcs_125c_vdd1.98v,bcs,125,1.98,2.433400e+09,-0.5675,13.9556,-94.2043,-0.0038,0.936753,4.986307,1.948883e-05,0.999566,0.425217,0.999544,0.936334,1.3973,0.8679
sp_bcs_125c_vdd1.98v,bcs,125,1.98,2.441750e+09,-0.5675,13.9385,-94.1500,-0.0038,0.936752,4.976537,1.961106e-05,0.999562,0.428409,0.999545,0.936330,1.3973,0.8679
sp_bcs_125c_vdd1.98v,bcs,125,1.98,2.450100e+09,-0.5675,13.9215,-94.0958,-0.0038,0.936751,4.966783,1.973370e-05,0.999559,0.431592,0.999545,0.936325,1.3973,0.8679
sp_bcs_125c_vdd1.98v,bcs,125,1.98,2.458450e+09,-0.5675,13.9045,-94.0418,-0.0039,0.936750,4.957045,1.985675e-05,0.999555,0.434765,0.999546,0.936321,1.3973,0.8679
sp_bcs_125c_vdd1.98v,bcs,125,1.98,2.466800e+09,-0.5675,13.8874,-93.9880,-0.0039,0.936750,4.947324,1.998020e-05,0.999551,0.437928,0.999546,0.936316,1.3973,0.8680
sp_bcs_125c_vdd1.98v,bcs,125,1.98,2.475150e+09,-0.5675,13.8704,-93.9343,-0.0039,0.936749,4.937620,2.010406e-05,0.999547,0.441082,0.999547,0.936312,1.3973,0.8680
sp_bcs_125c_vdd1.98v,bcs,125,1.98,2.483500e+09,-0.5675,13.8533,-93.8808,-0.0040,0.936748,4.927932,2.022833e-05,0.999543,0.444226,0.999548,0.936308,1.3973,0.8680
sp_bcs_27c_vdd1.62v,bcs,27,1.62,2.400000e+09,-0.3656,6.4144,-97.3233,-0.0036,0.958777,2.092764,1.360926e-05,0.999585,0.482908,0.999818,0.958358,2.3351,0.7343
sp_bcs_27c_vdd1.62v,bcs,27,1.62,2.408350e+09,-0.3667,6.4188,-97.2587,-0.0036,0.958657,2.093816,1.371082e-05,0.999581,0.487416,0.999818,0.958235,2.3350,0.7343
sp_bcs_27c_vdd1.62v,bcs,27,1.62,2.416700e+09,-0.3678,6.4230,-97.1944,-0.0037,0.958537,2.094847,1.381275e-05,0.999578,0.491931,0.999819,0.958112,2.3349,0.7343
sp_bcs_27c_vdd1.62v,bcs,27,1.62,2.425050e+09,-0.3689,6.4272,-97.1303,-0.0037,0.958417,2.095859,1.391504e-05,0.999574,0.496453,0.999820,0.957988,2.3347,0.7343
sp_bcs_27c_vdd1.62v,bcs,27,1.62,2.433400e+09,-0.3700,6.4313,-97.0665,-0.0037,0.958297,2.096850,1.401770e-05,0.999571,0.500982,0.999820,0.957865,2.3346,0.7343
sp_bcs_27c_vdd1.62v,bcs,27,1.62,2.441750e+09,-0.3711,6.4354,-97.0029,-0.0038,0.958177,2.097822,1.412073e-05,0.999567,0.505518,0.999821,0.957741,2.3345,0.7344
sp_bcs_27c_vdd1.62v,bcs,27,1.62,2.450100e+09,-0.3722,6.4393,-96.9395,-0.0038,0.958057,2.098774,1.422412e-05,0.999563,0.510060,0.999822,0.957617,2.3344,0.7344
sp_bcs_27c_vdd1.62v,bcs,27,1.62,2.458450e+09,-0.3733,6.4432,-96.8764,-0.0038,0.957936,2.099707,1.432788e-05,0.999560,0.514608,0.999823,0.957493,2.3343,0.7344
sp_bcs_27c_vdd1.62v,bcs,27,1.62,2.466800e+09,-0.3744,6.4470,-96.8135,-0.0039,0.957815,2.100621,1.443200e-05,0.999556,0.519164,0.999823,0.957368,2.3342,0.7344
sp_bcs_27c_vdd1.62v,bcs,27,1.62,2.475150e+09,-0.3755,6.4507,-96.7508,-0.0039,0.957694,2.101516,1.453649e-05,0.999552,0.523725,0.999824,0.957244,2.3340,0.7344
sp_bcs_27c_vdd1.62v,bcs,27,1.62,2.483500e+09,-0.3766,6.4543,-96.6884,-0.0039,0.957573,2.102391,1.464135e-05,0.999549,0.528293,0.999825,0.957119,2.3339,0.7344
sp_bcs_27c_vdd1.80v,bcs,27,1.80,2.400000e+09,-0.5116,13.5823,-97.0084,-0.0035,0.942804,4.776578,1.411167e-05,0.999592,0.487681,0.999689,0.942407,1.4388,0.6326
sp_bcs_27c_vdd1.80v,bcs,27,1.80,2.408350e+09,-0.5120,13.5680,-96.9488,-0.0036,0.942763,4.768686,1.420886e-05,0.999589,0.491336,0.999690,0.942362,1.4388,0.6326
sp_bcs_27c_vdd1.80v,bcs,27,1.80,2.416700e+09,-0.5123,13.5536,-96.8894,-0.0036,0.942721,4.760792,1.430640e-05,0.999585,0.494981,0.999691,0.942317,1.4387,0.6326
sp_bcs_27c_vdd1.80v,bcs,27,1.80,2.425050e+09,-0.5127,13.5392,-96.8302,-0.0036,0.942680,4.752896,1.440428e-05,0.999582,0.498617,0.999692,0.942273,1.4387,0.6326
sp_bcs_27c_vdd1.80v,bcs,27,1.80,2.433400e+09,-0.5131,13.5247,-96.7711,-0.0037,0.942640,4.744998,1.450251e-05,0.999578,0.502243,0.999693,0.942229,1.4386,0.6326
sp_bcs_27c_vdd1.80v,bcs,27,1.80,2.441750e+09,-0.5135,13.5102,-96.7123,-0.0037,0.942599,4.737099,1.460108e-05,0.999574,0.505861,0.999693,0.942185,1.4385,0.6326
sp_bcs_27c_vdd1.80v,bcs,27,1.80,2.450100e+09,-0.5138,13.4958,-96.6537,-0.0037,0.942559,4.729199,1.469999e-05,0.999571,0.509469,0.999694,0.942141,1.4385,0.6327
sp_bcs_27c_vdd1.80v,bcs,27,1.80,2.458450e+09,-0.5142,13.4812,-96.5952,-0.0038,0.942519,4.721299,1.479924e-05,0.999567,0.513068,0.999695,0.942098,1.4384,0.6327
sp_bcs_27c_vdd1.80v,bcs,27,1.80,2.466800e+09,-0.5146,13.4667,-96.5370,-0.0038,0.942480,4.713398,1.489883e-05,0.999563,0.516658,0.999696,0.942055,1.4384,0.6327
sp_bcs_27c_vdd1.80v,bcs,27,1.80,2.475150e+09,-0.5149,13.4521,-96.4789,-0.0038,0.942441,4.705498,1.499877e-05,0.999560,0.520239,0.999697,0.942012,1.4383,0.6327
sp_bcs_27c_vdd1.80v,bcs,27,1.80,2.483500e+09,-0.5153,13.4375,-96.4210,-0.0039,0.942402,4.697599,1.509905e-05,0.999556,0.523811,0.999698,0.941970,1.4383,0.6327
sp_bcs_27c_vdd1.98v,bcs,27,1.98,2.400000e+09,-0.4958,14.1628,-96.2343,-0.0035,0.944515,5.106706,1.542714e-05,0.999601,0.456553,0.999603,0.944130,1.3111,0.7474
sp_bcs_27c_vdd1.98v,bcs,27,1.98,2.408350e+09,-0.4959,14.1453,-96.1806,-0.0035,0.944506,5.096401,1.552274e-05,0.999597,0.459935,0.999604,0.944118,1.3110,0.7474
sp_bcs_27c_vdd1.98v,bcs,27,1.98,2.416700e+09,-0.4960,14.1277,-96.1271,-0.0035,0.944498,5.086116,1.561866e-05,0.999594,0.463307,0.999605,0.944106,1.3110,0.7474
sp_bcs_27c_vdd1.98v,bcs,27,1.98,2.425050e+09,-0.4961,14.1102,-96.0738,-0.0036,0.944489,5.075849,1.571490e-05,0.999590,0.466669,0.999606,0.944095,1.3110,0.7475
sp_bcs_27c_vdd1.98v,bcs,27,1.98,2.433400e+09,-0.4961,14.0926,-96.0206,-0.0036,0.944480,5.065603,1.581144e-05,0.999587,0.470022,0.999607,0.944083,1.3110,0.7475
sp_bcs_27c_vdd1.98v,bcs,27,1.98,2.441750e+09,-0.4962,14.0751,-95.9675,-0.0036,0.944472,5.055376,1.590831e-05,0.999583,0.473365,0.999608,0.944071,1.3110,0.7475
sp_bcs_27c_vdd1.98v,bcs,27,1.98,2.450100e+09,-0.4963,14.0575,-95.9146,-0.0037,0.944464,5.045169,1.600549e-05,0.999580,0.476698,0.999609,0.944059,1.3110,0.7475
sp_bcs_27c_vdd1.98v,bcs,27,1.98,2.458450e+09,-0.4964,14.0400,-95.8619,-0.0037,0.944455,5.034983,1.610298e-05,0.999576,0.480021,0.999610,0.944047,1.3110,0.7475
sp_bcs_27c_vdd1.98v,bcs,27,1.98,2.466800e+09,-0.4964,14.0224,-95.8093,-0.0037,0.944447,5.024817,1.620079e-05,0.999572,0.483335,0.999611,0.944036,1.3110,0.7475
sp_bcs_27c_vdd1.98v,bcs,27,1.98,2.475150e+09,-0.4965,14.0049,-95.7568,-0.0037,0.944439,5.014672,1.629892e-05,0.999569,0.486639,0.999612,0.944024,1.3110,0.7476
sp_bcs_27c_vdd1.98v,bcs,27,1.98,2.483500e+09,-0.4966,13.9873,-95.7045,-0.0038,0.944431,5.004547,1.639736e-05,0.999565,0.489934,0.999613,0.944013,1.3110,0.7476
sp_fs_-40c_vdd1.62v,fs,-40,1.62,2.400000e+09,-0.2719,-17.8077,-96.3881,-0.0046,0.969182,0.128711,1.515642e-05,0.999475,15.807274,1.000476,0.968672,9.3594,2.5446
sp_fs_-40c_vdd1.62v,fs,-40,1.62,2.408350e+09,-0.2725,-17.8022,-96.3245,-0.0046,0.969113,0.128793,1.526779e-05,0.999470,15.854974,1.000481,0.968598,9.3625,2.5470
sp_fs_-40c_vdd1.62v,fs,-40,1.62,2.416700e+09,-0.2731,-17.7967,-96.2612,-0.0046,0.969043,0.128873,1.537950e-05,0.999466,15.902752,1.000485,0.968524,9.3656,2.5495
sp_fs_-40c_vdd1.62v,fs,-40,1.62,2.425050e+09,-0.2738,-17.7914,-96.1981,-0.0047,0.968973,0.128953,1.549155e-05,0.999461,15.950608,1.000489,0.968450,9.3687,2.5519
sp_fs_-40c_vdd1.62v,fs,-40,1.62,2.433400e+09,-0.2744,-17.7861,-96.1353,-0.0047,0.968903,0.129031,1.560395e-05,0.999457,15.998541,1.000494,0.968376,9.3718,2.5544
sp_fs_-40c_vdd1.62v,fs,-40,1.62,2.441750e+09,-0.2750,-17.7809,-96.0728,-0.0048,0.968833,0.129108,1.571668e-05,0.999452,16.046551,1.000498,0.968301,9.3749,2.5568
sp_fs_-40c_vdd1.62v,fs,-40,1.62,2.450100e+09,-0.2756,-17.7758,-96.0105,-0.0048,0.968763,0.129184,1.582975e-05,0.999448,16.094638,1.000502,0.968227,9.3780,2.5593
sp_fs_-40c_vdd1.62v,fs,-40,1.62,2.458450e+09,-0.2763,-17.7708,-95.9485,-0.0048,0.968693,0.129259,1.594316e-05,0.999443,16.142801,1.000507,0.968152,9.3811,2.5618
sp_fs_-40c_vdd1.62v,fs,-40,1.62,2.466800e+09,-0.2769,-17.7658,-95.8868,-0.0049,0.968623,0.129333,1.605690e-05,0.999438,16.191041,1.000511,0.968077,9.3842,2.5642
sp_fs_-40c_vdd1.62v,fs,-40,1.62,2.475150e+09,-0.2775,-17.7609,-95.8253,-0.0049,0.968552,0.129406,1.617098e-05,0.999434,16.239357,1.000516,0.968003,9.3873,2.5667
sp_fs_-40c_vdd1.62v,fs,-40,1.62,2.483500e+09,-0.2782,-17.7561,-95.7640,-0.0050,0.968482,0.129477,1.628540e-05,0.999429,16.287748,1.000520,0.967928,9.3904,2.5692
sp_fs_-40c_vdd1.80v,fs,-40,1.80,2.400000e+09,-0.4920,10.7035,-95.8672,-0.0043,0.944931,3.429067,1.609306e-05,0.999510,0.426488,0.999704,0.944438,2.0676,0.7005
sp_fs_-40c_vdd1.80v,fs,-40,1.80,2.408350e+09,-0.4932,10.7002,-95.8025,-0.0043,0.944798,3.427739,1.621350e-05,0.999506,0.431110,0.999705,0.944300,2.0675,0.7005
sp_fs_-40c_vdd1.80v,fs,-40,1.80,2.416700e+09,-0.4944,10.6967,-95.7379,-0.0043,0.944665,3.426379,1.633437e-05,0.999502,0.435732,0.999706,0.944163,2.0674,0.7005
sp_fs_-40c_vdd1.80v,fs,-40,1.80,2.425050e+09,-0.4957,10.6932,-95.6737,-0.0044,0.944532,3.424988,1.645569e-05,0.999497,0.440353,0.999708,0.944026,2.0673,0.7006
sp_fs_-40c_vdd1.80v,fs,-40,1.80,2.433400e+09,-0.4969,10.6896,-95.6096,-0.0044,0.944399,3.423566,1.657745e-05,0.999493,0.444973,0.999709,0.943889,2.0672,0.7006
sp_fs_-40c_vdd1.80v,fs,-40,1.80,2.441750e+09,-0.4981,10.6859,-95.5459,-0.0044,0.944267,3.422114,1.669965e-05,0.999489,0.449592,0.999710,0.943753,2.0671,0.7006
sp_fs_-40c_vdd1.80v,fs,-40,1.80,2.450100e+09,-0.4993,10.6821,-95.4823,-0.0045,0.944135,3.420632,1.682229e-05,0.999484,0.454209,0.999711,0.943616,2.0670,0.7006
sp_fs_-40c_vdd1.80v,fs,-40,1.80,2.458450e+09,-0.5005,10.6783,-95.4190,-0.0045,0.944003,3.419120,1.694536e-05,0.999480,0.458826,0.999712,0.943480,2.0669,0.7006
sp_fs_-40c_vdd1.80v,fs,-40,1.80,2.466800e+09,-0.5017,10.6744,-95.3559,-0.0046,0.943872,3.417578,1.706888e-05,0.999476,0.463441,0.999713,0.943345,2.0668,0.7006
sp_fs_-40c_vdd1.80v,fs,-40,1.80,2.475150e+09,-0.5029,10.6704,-95.2931,-0.0046,0.943741,3.416008,1.719283e-05,0.999471,0.468055,0.999714,0.943210,2.0667,0.7006
sp_fs_-40c_vdd1.80v,fs,-40,1.80,2.483500e+09,-0.5042,10.6663,-95.2304,-0.0046,0.943610,3.414409,1.731723e-05,0.999467,0.472668,0.999715,0.943074,2.0666,0.7007
sp_fs_-40c_vdd1.98v,fs,-40,1.98,2.400000e+09,-0.5108,13.7867,-95.4634,-0.0042,0.942885,4.890311,1.685898e-05,0.999511,0.475177,0.999610,0.942409,1.6589,0.7698
sp_fs_-40c_vdd1.98v,fs,-40,1.98,2.408350e+09,-0.5111,13.7713,-95.4043,-0.0043,0.942854,4.881638,1.697404e-05,0.999507,0.478793,0.999611,0.942373,1.6588,0.7698
sp_fs_-40c_vdd1.98v,fs,-40,1.98,2.416700e+09,-0.5114,13.7559,-95.3454,-0.0043,0.942823,4.872968,1.708950e-05,0.999503,0.482399,0.999612,0.942339,1.6588,0.7698
sp_fs_-40c_vdd1.98v,fs,-40,1.98,2.425050e+09,-0.5117,13.7404,-95.2867,-0.0044,0.942793,4.864302,1.720537e-05,0.999498,0.485995,0.999613,0.942304,1.6588,0.7698
sp_fs_-40c_vdd1.98v,fs,-40,1.98,2.433400e+09,-0.5120,13.7249,-95.2282,-0.0044,0.942762,4.855641,1.732165e-05,0.999494,0.489581,0.999614,0.942269,1.6587,0.7698
sp_fs_-40c_vdd1.98v,fs,-40,1.98,2.441750e+09,-0.5122,13.7094,-95.1699,-0.0044,0.942732,4.846985,1.743833e-05,0.999490,0.493157,0.999615,0.942235,1.6587,0.7698
sp_fs_-40c_vdd1.98v,fs,-40,1.98,2.450100e+09,-0.5125,13.6939,-95.1118,-0.0045,0.942702,4.838335,1.755542e-05,0.999485,0.496723,0.999616,0.942201,1.6586,0.7699
