point_id,variant,family,topology,nx1,m1,nx2,m2,emitter_units_stage1,emitter_area_um2_stage1,xmis_w_um,corner_label,temp_c,vdd_v,ic1_a,ic2_a,ib1_a,jc1_ma_um2,vce1_v,vce2_v,vbe1_v,idd_a,pdc_w,pdc_violates_10mw,ic1_violates_4p5ma,s11_db_worst,s21_db_min,s21_db_max,s12_db_max,s22_db_worst,gain_in_match_basis_db_min,ga_max_ideal_db_min,ga_max_q10_db_min,nf_sp_db_at_band_lo,nfmin_sp_db_at_band_lo,nfmin290_db_at_band_lo,nfmin290_db_worst,nfmin_reref_delta_db,nf290_db_at_band_lo,nf290_db_worst,nf30015_db_at_band_lo,gain_ac_db_at_band_lo,k_inband_min,mu_inband_min,n_inband_pts_mu_lt_1,n_inband_pts,mag_delta_inband_max,k_broadband_min,mu_broadband_min,f_at_mu_broadband_min_hz,n_broadband_pts_mu_lt_1,n_broadband_pts,s11_mag_broadband_max,s22_mag_broadband_max,model_card_flags
s_fixj_a4_typ_-40c_vdd1.80v,s_fixj_a4,A1-fixJc,1stage,4,1,-,-,4,0.4608,512,typ,-40,1.80,2.002340e-03,2.000870e-03,1.455540e-06,4.3454,0.7516,1.0484,0.8987,2.762810e-03,4.973060e-03,0,0,-2.855,9.2071,9.2342,-102.5911,-0.0009,12.3705,48.681,19.739,3.8281,3.2358,2.7639,2.7639,-0.472,3.2983,3.2983,3.2195,9.2342,2.10290381,1.00004579,0,11,0.719775,-3.89401343,0.99999836,7.943282e+08,63,140,0.813981,1.0,in_box
s_fixj_a4_typ_-40c_vdd1.98v,s_fixj_a4,A1-fixJc,1stage,4,1,-,-,4,0.4608,512,typ,-40,1.98,2.054640e-03,2.053120e-03,1.514320e-06,4.4589,0.9158,1.0642,0.8987,2.830930e-03,5.605250e-03,0,0,-2.8546,9.2684,9.2971,-102.7966,-0.0009,12.4324,48.8602,19.8026,3.8212,3.2315,2.76,2.76,-0.4715,3.2921,3.2921,3.2133,9.2971,2.07808759,1.00004404,0,11,0.719806,-3.86990178,0.99999839,7.943282e+08,63,140,0.813988,1.0,in_box
s_fixj_a4_typ_27c_vdd1.62v,s_fixj_a4,A1-fixJc,1stage,4,1,-,-,4,0.4608,512,typ,27,1.62,1.964790e-03,1.962080e-03,2.680740e-06,4.2639,0.6398,0.9802,0.8446,2.723130e-03,4.411460e-03,0,0,-2.8741,8.3858,8.3942,-100.9901,-0.001,11.5283,47.6106,18.8776,3.8822,3.278,3.3579,3.3579,0.0798,3.9712,3.9712,3.8822,8.3942,1.9962201,1.00004491,0,11,0.718188,-4.01470917,0.99999839,7.943282e+08,63,140,0.816055,1.0,in_box
s_fixj_a4_typ_27c_vdd1.80v,s_fixj_a4,A1-fixJc,1stage,4,1,-,-,4,0.4608,512,typ,27,1.80,2.008630e-03,2.005840e-03,2.769050e-06,4.359,0.804,0.996,0.8446,2.782970e-03,5.009350e-03,0,0,-2.8733,8.4522,8.462,-101.3077,-0.0009,11.5957,47.8221,18.9466,3.8762,3.2744,3.3542,3.3542,0.0797,3.9651,3.9651,3.8762,8.462,1.98647866,1.00004322,0,11,0.718257,-4.0764217,0.99999841,7.943282e+08,63,140,0.816065,1.0,in_box
s_fixj_a4_typ_27c_vdd1.98v,s_fixj_a4,A1-fixJc,1stage,4,1,-,-,4,0.4608,512,typ,27,1.98,2.054800e-03,2.051940e-03,2.863370e-06,4.4592,0.9681,1.0119,0.8446,2.845090e-03,5.633270e-03,0,0,-2.8735,8.5191,8.5303,-101.5329,-0.0009,11.6624,48.0238,19.015,3.87,3.2707,3.3504,3.3504,0.0797,3.9587,3.9587,3.87,8.5303,1.95643987,1.00004115,0,11,0.718243,-4.09177921,0.99999839,8.413951e+08,63,140,0.816072,1.0,in_box
s_fixj_a4_typ_125c_vdd1.62v,s_fixj_a4,A1-fixJc,1stage,4,1,-,-,4,0.4608,512,typ,125,1.62,1.973120e-03,1.968470e-03,4.634700e-06,4.2819,0.7236,0.8964,0.7582,2.750310e-03,4.455500e-03,0,0,-2.8883,7.196,7.2092,-99.1677,-0.001,10.3318,46.2096,17.6629,4.0302,3.385,4.1836,4.1836,0.7986,4.9133,4.9133,4.8126,7.196,1.9119584,1.00004399,0,11,0.717005,-4.22486647,0.99999865,7.498942e+08,62,140,0.819571,1.0,in_box
s_fixj_a4_typ_125c_vdd1.80v,s_fixj_a4,A1-fixJc,1stage,4,1,-,-,4,0.4608,512,typ,125,1.80,2.012110e-03,2.007360e-03,4.764140e-06,4.3666,0.8876,0.9124,0.7583,2.805060e-03,5.049110e-03,0,0,-2.888,7.2703,7.2824,-99.5403,-0.001,10.4065,46.4521,17.7381,4.024,3.3814,4.1795,4.1795,0.7981,4.9064,4.9064,4.8059,7.2703,1.90179174,1.00004204,0,11,0.717033,-4.36396112,0.99999863,7.943282e+08,62,140,0.819568,1.0,in_box
s_fixj_a4_typ_125c_vdd1.98v,s_fixj_a4,A1-fixJc,1stage,4,1,-,-,4,0.4608,512,typ,125,1.98,2.052380e-03,2.047510e-03,4.898140e-06,4.4539,1.0516,0.9284,0.7583,2.862360e-03,5.667460e-03,0,0,-2.8889,7.344,7.3549,-99.7972,-0.001,10.4792,46.6848,17.8113,4.0179,3.3778,4.1754,4.1754,0.7976,4.8995,4.8995,4.799,7.344,1.86497251,1.00003947,0,11,0.716965,-4.46304866,0.99999856,7.943282e+08,62,140,0.819562,1.0,in_box
s_fixj_a4_bcs_-40c_vdd1.62v,s_fixj_a4,A1-fixJc,1stage,4,1,-,-,4,0.4608,512,bcs,-40,1.62,1.953230e-03,1.952460e-03,7.550960e-07,4.2388,0.597,1.023,0.8896,2.698290e-03,4.371220e-03,0,0,-2.8369,9.743,9.784,-105.2128,-0.0008,12.9266,50.1529,20.312,3.3287,2.8888,2.4541,2.4541,-0.4346,2.8472,2.8472,2.776,9.784,2.20332693,1.0000396,0,11,0.721289,-4.35227963,0.99999813,8.413951e+08,65,140,0.811923,1.0,in_box
s_fixj_a4_bcs_-40c_vdd1.80v,s_fixj_a4,A1-fixJc,1stage,4,1,-,-,4,0.4608,512,bcs,-40,1.80,2.010710e-03,2.009910e-03,7.880580e-07,4.3635,0.7612,1.0388,0.8897,2.771610e-03,4.988910e-03,0,0,-2.8362,9.8156,9.8587,-105.4648,-0.0007,13.0002,50.3527,20.3878,3.3209,2.8836,2.4495,2.4495,-0.4341,2.8402,2.8402,2.7691,9.8587,2.1836134,1.00003818,0,11,0.721357,-4.3844011,0.99999815,8.413951e+08,64,140,0.811924,1.0,in_box
s_fixj_a4_bcs_-40c_vdd1.98v,s_fixj_a4,A1-fixJc,1stage,4,1,-,-,4,0.4608,512,bcs,-40,1.98,2.072370e-03,2.071540e-03,8.240030e-07,4.4973,0.9253,1.0547,0.8897,2.849100e-03,5.641210e-03,0,0,-2.8361,9.8892,9.9345,-105.6476,-0.0007,13.074,50.5396,20.464,3.3128,2.8782,2.4447,2.4447,-0.4335,2.8329,2.8329,2.7619,9.9345,2.15187688,1.00003671,0,11,0.721365,-4.37600039,0.99999816,8.413951e+08,65,140,0.811922,1.0,in_box
s_fixj_a4_bcs_27c_vdd1.62v,s_fixj_a4,A1-fixJc,1stage,4,1,-,-,4,0.4608,512,bcs,27,1.62,1.978440e-03,1.976970e-03,1.452220e-06,4.2935,0.6507,0.9693,0.8348,2.735640e-03,4.431730e-03,0,0,-2.8452,8.9409,8.961,-103.9216,-0.0008,12.1149,49.259,19.4794,3.4282,2.9601,3.0346,3.0346,0.0745,3.5103,3.5103,3.4282,8.961,2.08156811,1.00003747,0,11,0.720599,-4.66906173,0.99999819,8.413951e+08,65,140,0.815006,1.0,in_box
s_fixj_a4_bcs_27c_vdd1.80v,s_fixj_a4,A1-fixJc,1stage,4,1,-,-,4,0.4608,512,bcs,27,1.80,2.029030e-03,2.027510e-03,1.505610e-06,4.4033,0.8148,0.9852,0.8348,2.803160e-03,5.045690e-03,0,0,-2.8449,9.0194,9.0414,-104.2027,-0.0007,12.194,49.4848,19.5606,3.4206,2.9552,3.0296,3.0296,0.0744,3.5027,3.5027,3.4206,9.0414,2.05696479,1.00003578,0,11,0.720632,-4.74656467,0.99999817,8.413951e+08,65,140,0.815005,1.0,in_box
s_fixj_a4_bcs_27c_vdd1.98v,s_fixj_a4,A1-fixJc,1stage,4,1,-,-,4,0.4608,512,bcs,27,1.98,2.082910e-03,2.081340e-03,1.563000e-06,4.5202,0.9789,1.0011,0.8348,2.872980e-03,5.688490e-03,0,0,-2.8453,9.0991,9.123,-104.4042,-0.0007,12.2733,49.6988,19.642,3.4128,2.9501,3.0244,3.0244,0.0743,3.4948,3.4948,3.4128,9.123,2.01722978,1.00003397,0,11,0.720598,-4.77991469,0.99999813,8.912509e+08,65,140,0.815,1.0,in_box
s_fixj_a4_bcs_125c_vdd1.62v,s_fixj_a4,A1-fixJc,1stage,4,1,-,-,4,0.4608,512,bcs,125,1.62,2.001080e-03,1.998550e-03,2.522410e-06,4.3426,0.7366,0.8834,0.747,2.777360e-03,4.499330e-03,0,0,-2.8475,7.7206,7.726,-102.1384,-0.0008,10.8972,47.8514,18.2355,3.6236,3.0974,3.8535,3.8535,0.7561,4.4552,4.4552,4.3599,7.7206,1.99179316,1.00003652,0,11,0.720405,-5.11829902,0.9999984,8.413951e+08,64,140,0.819673,1.0,in_box
s_fixj_a4_bcs_125c_vdd1.80v,s_fixj_a4,A1-fixJc,1stage,4,1,-,-,4,0.4608,512,bcs,125,1.80,2.045610e-03,2.043020e-03,2.600410e-06,4.4393,0.9006,0.8994,0.7471,2.838340e-03,5.109010e-03,0,0,-2.8476,7.8073,7.8111,-102.465,-0.0008,10.9824,48.1133,18.3226,3.6158,3.0923,3.8476,3.8476,0.7553,4.4463,4.4463,4.3511,7.8073,1.9609061,1.00003442,0,11,0.720401,-5.27799945,0.99999833,8.413951e+08,64,140,0.819658,1.0,in_box
s_fixj_a4_bcs_125c_vdd1.98v,s_fixj_a4,A1-fixJc,1stage,4,1,-,-,4,0.4608,512,bcs,125,1.98,2.092210e-03,2.089540e-03,2.679710e-06,4.5404,1.0646,0.9154,0.7471,2.901120e-03,5.744220e-03,0,0,-2.8486,7.8943,7.8967,-102.6952,-0.0007,11.0667,48.3636,18.4088,3.6078,3.0872,3.8418,3.8418,0.7545,4.4372,4.4372,4.3422,7.8943,1.91065242,1.00003209,0,11,0.720318,-5.39803131,0.99999823,8.413951e+08,65,140,0.819637,1.0,in_box
s_fixj_a4_wcs_-40c_vdd1.62v,s_fixj_a4,A1-fixJc,1stage,4,1,-,-,4,0.4608,512,wcs,-40,1.62,1.947640e-03,1.945100e-03,2.469430e-06,4.2266,0.5762,1.0438,0.909,2.692750e-03,4.362250e-03,0,0,-2.8791,8.5504,8.5627,-99.6505,-0.0012,11.6873,46.9189,19.0372,4.3634,3.6074,3.0983,3.0983,-0.5091,3.7872,3.7872,3.7008,8.5627,2.05202931,1.0000563,0,11,0.717752,-3.24342034,0.99999858,7.498942e+08,61,140,0.815483,1.0,in_box
s_fixj_a4_wcs_-40c_vdd1.80v,s_fixj_a4,A1-fixJc,1stage,4,1,-,-,4,0.4608,512,wcs,-40,1.80,1.989990e-03,1.987400e-03,2.555430e-06,4.3186,0.7404,1.0596,0.909,2.751010e-03,4.951820e-03,0,0,-2.8774,8.6013,8.6146,-99.9679,-0.0012,11.7401,47.098,19.0913,4.3576,3.6041,3.0953,3.0953,-0.5087,3.7818,3.7818,3.6956,8.6146,2.05623852,1.00005485,0,11,0.717895,-3.24594696,0.99999865,7.498942e+08,61,140,0.815504,1.0,in_box
s_fixj_a4_wcs_-40c_vdd1.98v,s_fixj_a4,A1-fixJc,1stage,4,1,-,-,4,0.4608,512,wcs,-40,1.98,2.034320e-03,2.031650e-03,2.647070e-06,4.4148,0.9045,1.0755,0.909,2.811150e-03,5.566070e-03,0,0,-2.8768,8.6521,8.6666,-100.1945,-0.0011,11.7917,47.268,19.1442,4.3515,3.6007,3.0922,3.0922,-0.5084,3.7763,3.7763,3.6901,8.6666,2.03922548,1.0000529,0,11,0.717945,-3.20526771,0.9999987,7.498942e+08,61,140,0.815523,1.0,in_box
s_fixj_a4_wcs_27c_vdd1.62v,s_fixj_a4,A1-fixJc,1stage,4,1,-,-,4,0.4608,512,wcs,27,1.62,1.942090e-03,1.937340e-03,4.693060e-06,4.2146,0.6266,0.9934,0.856,2.701680e-03,4.376720e-03,0,0,-2.9115,7.8157,7.8179,-98.309,-0.0012,10.9202,46.0365,18.2553,4.3599,3.6156,3.7007,3.7007,0.0851,4.4551,4.4551,4.3599,7.8157,1.94650438,1.00005379,0,11,0.715078,-3.09378502,0.99999872,7.498942e+08,60,140,0.816345,1.0,in_box
s_fixj_a4_wcs_27c_vdd1.80v,s_fixj_a4,A1-fixJc,1stage,4,1,-,-,4,0.4608,512,wcs,27,1.80,1.979530e-03,1.974670e-03,4.830750e-06,4.2959,0.7908,1.0092,0.856,2.755160e-03,4.959280e-03,0,0,-2.9102,7.8721,7.8737,-98.6674,-0.0012,10.9772,46.2325,18.3134,4.3552,3.6133,3.6983,3.6983,0.085,4.4504,4.4504,4.3552,7.8721,1.95366516,1.00005236,0,11,0.715184,-3.12881078,0.99999878,7.498942e+08,60,140,0.816373,1.0,in_box
s_fixj_a4_wcs_27c_vdd1.98v,s_fixj_a4,A1-fixJc,1stage,4,1,-,-,4,0.4608,512,wcs,27,1.98,2.018570e-03,2.013590e-03,4.976520e-06,4.3806,0.9549,1.0251,0.856,2.810140e-03,5.564070e-03,0,0,-2.9103,7.9283,7.9294,-98.9162,-0.0012,11.0326,46.4209,18.3701,4.3503,3.6108,3.6958,3.6958,0.085,4.4454,4.4454,4.3503,7.9284,1.93411734,1.00005017,0,11,0.715183,-3.12376806,0.99999879,7.498942e+08,60,140,0.816398,1.0,in_box
s_fixj_a4_wcs_125c_vdd1.62v,s_fixj_a4,A1-fixJc,1stage,4,1,-,-,4,0.4608,512,wcs,125,1.62,1.930190e-03,1.922130e-03,8.054950e-06,4.1888,0.7074,0.9126,0.7715,2.709590e-03,4.389530e-03,0,0,-2.9439,6.6315,6.6522,-96.4472,-0.0013,9.7092,44.6125,17.0359,4.4615,3.6962,4.5373,4.5373,0.8411,5.3937,5.3937,5.288,6.6315,1.87517119,1.00005333,0,11,0.712401,-2.92491191,0.99999904,6.683439e+08,57,140,0.818459,1.0,in_box
s_fixj_a4_wcs_125c_vdd1.80v,s_fixj_a4,A1-fixJc,1stage,4,1,-,-,4,0.4608,512,wcs,125,1.80,1.963480e-03,1.955250e-03,8.255060e-06,4.261,0.8715,0.9285,0.7715,2.759450e-03,4.967010e-03,0,0,-2.9432,6.6942,6.714,-96.8764,-0.0012,9.7726,44.8336,17.0998,4.457,3.694,4.5349,4.5349,0.8409,5.3888,5.3888,5.2831,6.6942,1.88940562,1.00005197,0,11,0.712466,-3.01769376,0.99999907,6.683439e+08,57,140,0.818475,1.0,in_box
s_fixj_a4_wcs_125c_vdd1.98v,s_fixj_a4,A1-fixJc,1stage,4,1,-,-,4,0.4608,512,wcs,125,1.98,1.997370e-03,1.988980e-03,8.461570e-06,4.3346,1.0355,0.9445,0.7715,2.809560e-03,5.562930e-03,0,0,-2.944,6.7553,6.7742,-97.1624,-0.0012,9.8329,45.048,17.1606,4.4526,3.692,4.5326,4.5326,0.8406,5.3838,5.3838,5.2782,6.7553,1.86689058,1.00004935,0,11,0.712407,-3.07764592,0.99999905,7.079458e+08,58,140,0.818493,1.0,in_box
s_fixj_a4_sf_-40c_vdd1.62v,s_fixj_a4,A1-fixJc,1stage,4,1,-,-,4,0.4608,512,sf,-40,1.62,1.952410e-03,1.950980e-03,1.400570e-06,4.237,0.5875,1.0325,0.8986,2.695370e-03,4.366490e-03,0,0,-2.8562,9.1454,9.171,-102.3071,-0.001,12.3074,48.4902,19.6741,3.8349,3.24,2.7676,2.7676,-0.4724,3.3045,3.3045,3.2255,9.171,2.11162273,1.00004732,0,11,0.719671,-3.87392137,0.99999831,7.943282e+08,63,140,0.813973,1.0,in_box
s_fixj_a4_sf_-40c_vdd1.80v,s_fixj_a4,A1-fixJc,1stage,4,1,-,-,4,0.4608,512,sf,-40,1.80,2.001880e-03,2.000400e-03,1.455160e-06,4.3444,0.7517,1.0483,0.8986,2.760700e-03,4.969270e-03,0,0,-2.855,9.2064,9.2335,-102.5912,-0.0009,12.3699,48.6804,19.7383,3.8282,3.2359,2.7639,2.7639,-0.472,3.2984,3.2984,3.2195,9.2335,2.10308609,1.00004579,0,11,0.719776,-3.89321673,0.99999836,7.943282e+08,63,140,0.813981,1.0,in_box
s_fixj_a4_sf_-40c_vdd1.98v,s_fixj_a4,A1-fixJc,1stage,4,1,-,-,4,0.4608,512,sf,-40,1.98,2.054190e-03,2.052660e-03,1.513930e-06,4.4579,0.9158,1.0642,0.8987,2.828840e-03,5.601100e-03,0,0,-2.8546,9.2678,9.2965,-102.7966,-0.0009,12.4318,48.8596,19.802,3.8213,3.2316,2.76,2.76,-0.4715,3.2921,3.2921,3.2134,9.2965,2.07825323,1.00004404,0,11,0.719807,-3.86909136,0.99999839,7.943282e+08,63,140,0.813988,1.0,in_box
s_fixj_a4_sf_27c_vdd1.62v,s_fixj_a4,A1-fixJc,1stage,4,1,-,-,4,0.4608,512,sf,27,1.62,1.964410e-03,1.961700e-03,2.680140e-06,4.263,0.6399,0.9801,0.8446,2.721170e-03,4.408290e-03,0,0,-2.8741,8.3851,8.3935,-100.9902,-0.001,11.5276,47.6099,18.8769,3.8823,3.2781,3.3579,3.3579,0.0798,3.9712,3.9712,3.8823,8.3935,1.996413,1.00004491,0,11,0.71819,-4.01408266,0.99999839,7.943282e+08,63,140,0.816054,1.0,in_box
s_fixj_a4_sf_27c_vdd1.80v,s_fixj_a4,A1-fixJc,1stage,4,1,-,-,4,0.4608,512,sf,27,1.80,2.008290e-03,2.005500e-03,2.768510e-06,4.3583,0.804,0.996,0.8446,2.781060e-03,5.005910e-03,0,0,-2.8733,8.4516,8.4614,-101.3078,-0.0009,11.5951,47.8215,18.946,3.8763,3.2745,3.3542,3.3542,0.0798,3.9651,3.9651,3.8763,8.4614,1.98663835,1.00004322,0,11,0.718259,-4.07582583,0.99999841,7.943282e+08,63,140,0.816064,1.0,in_box
s_fixj_a4_sf_27c_vdd1.98v,s_fixj_a4,A1-fixJc,1stage,4,1,-,-,4,0.4608,512,sf,27,1.98,2.054480e-03,2.051620e-03,2.862860e-06,4.4585,0.9681,1.0119,0.8446,2.843200e-03,5.629530e-03,0,0,-2.8735,8.5185,8.5298,-101.5329,-0.0009,11.6619,48.0233,19.0145,3.8701,3.2708,3.3504,3.3504,0.0797,3.9588,3.9588,3.8701,8.5298,1.95657887,1.00004116,0,11,0.718244,-4.09119789,0.9999984,8.413951e+08,63,140,0.816071,1.0,in_box
s_fixj_a4_sf_125c_vdd1.62v,s_fixj_a4,A1-fixJc,1stage,4,1,-,-,4,0.4608,512,sf,125,1.62,1.972890e-03,1.968250e-03,4.634090e-06,4.2814,0.7236,0.8964,0.7582,2.748700e-03,4.452900e-03,0,0,-2.8883,7.1955,7.2087,-99.1678,-0.001,10.3313,46.2092,17.6624,4.0302,3.385,4.1836,4.1836,0.7986,4.9134,4.9134,4.8127,7.1955,1.91209995,1.00004399,0,11,0.717006,-4.22447401,0.99999865,7.498942e+08,62,140,0.819568,1.0,in_box
s_fixj_a4_sf_125c_vdd1.80v,s_fixj_a4,A1-fixJc,1stage,4,1,-,-,4,0.4608,512,sf,125,1.80,2.011960e-03,2.007210e-03,4.763730e-06,4.3662,0.8876,0.9124,0.7583,2.804280e-03,5.047710e-03,0,0,-2.888,7.27,7.2821,-99.5403,-0.001,10.4061,46.4517,17.7378,4.0241,3.3814,4.1795,4.1795,0.7981,4.9065,4.9065,4.8059,7.27,1.90187835,1.00004204,0,11,0.717034,-4.36367147,0.99999863,7.943282e+08,62,140,0.819564,1.0,in_box
s_fixj_a4_sf_125c_vdd1.98v,s_fixj_a4,A1-fixJc,1stage,4,1,-,-,4,0.4608,512,sf,125,1.98,2.052240e-03,2.047370e-03,4.897730e-06,4.4536,1.0516,0.9284,0.7583,2.860740e-03,5.664270e-03,0,0,-2.8889,7.3437,7.3546,-99.7972,-0.001,10.4789,46.6845,17.811,4.0179,3.3778,4.1754,4.1754,0.7976,4.8995,4.8995,4.7991,7.3437,1.86505023,1.00003947,0,11,0.716965,-4.4627656,0.99999856,7.943282e+08,62,140,0.819559,1.0,in_box
s_fixj_a4_fs_-40c_vdd1.62v,s_fixj_a4,A1-fixJc,1stage,4,1,-,-,4,0.4608,512,fs,-40,1.62,1.953440e-03,1.952000e-03,1.401410e-06,4.2392,0.5874,1.0326,0.8987,2.699800e-03,4.373680e-03,0,0,-2.8562,9.1469,9.1725,-102.3069,-0.001,12.3088,48.4917,19.6756,3.8347,3.2399,2.7675,2.7675,-0.4724,3.3043,3.3043,3.2253,9.1725,2.11118748,1.00004731,0,11,0.719668,-3.87558901,0.99999831,7.943282e+08,63,140,0.813971,1.0,in_box
s_fixj_a4_fs_-40c_vdd1.80v,s_fixj_a4,A1-fixJc,1stage,4,1,-,-,4,0.4608,512,fs,-40,1.80,2.002730e-03,2.001260e-03,1.455830e-06,4.3462,0.7516,1.0484,0.8987,2.764960e-03,4.976920e-03,0,0,-2.855,9.2076,9.2348,-102.5911,-0.0009,12.3711,48.6816,19.7396,3.828,3.2358,2.7638,2.7638,-0.472,3.2982,3.2982,3.2194,9.2348,2.10276064,1.00004579,0,11,0.719774,-3.89466681,0.99999836,7.943282e+08,63,140,0.81398,1.0,in_box
s_fixj_a4_fs_-40c_vdd1.98v,s_fixj_a4,A1-fixJc,1stage,4,1,-,-,4,0.4608,512,fs,-40,1.98,2.055120e-03,2.053590e-03,1.514730e-06,4.4599,0.9158,1.0642,0.8987,2.833170e-03,5.609670e-03,0,0,-2.8546,9.2691,9.2978,-102.7965,-0.0009,12.433,48.8608,19.8032,3.8211,3.2315,2.76,2.76,-0.4715,3.292,3.292,3.2132,9.2978,2.07791122,1.00004404,0,11,0.719805,-3.87075914,0.99999838,7.943282e+08,63,140,0.813987,1.0,in_box
s_fixj_a4_fs_27c_vdd1.62v,s_fixj_a4,A1-fixJc,1stage,4,1,-,-,4,0.4608,512,fs,27,1.62,1.965260e-03,1.962540e-03,2.681450e-06,4.2649,0.6398,0.9802,0.8446,2.725290e-03,4.414970e-03,0,0,-2.8741,8.3866,8.395,-100.99,-0.001,11.5291,47.6114,18.8784,3.8821,3.278,3.3578,3.3578,0.0798,3.9711,3.9711,3.8822,8.395,1.99598694,1.0000449,0,11,0.718186,-4.01545697,0.99999839,7.943282e+08,63,140,0.816054,1.0,in_box
s_fixj_a4_fs_27c_vdd1.80v,s_fixj_a4,A1-fixJc,1stage,4,1,-,-,4,0.4608,512,fs,27,1.80,2.009010e-03,2.006230e-03,2.769660e-06,4.3598,0.804,0.996,0.8446,2.785050e-03,5.013090e-03,0,0,-2.8733,8.4528,8.4627,-101.3077,-0.0009,11.5963,47.8227,18.9473,3.8761,3.2744,3.3541,3.3541,0.0797,3.965,3.965,3.8761,8.4627,1.98629726,1.00004321,0,11,0.718256,-4.07709184,0.99999841,7.943282e+08,63,140,0.816065,1.0,in_box
s_fixj_a4_fs_27c_vdd1.98v,s_fixj_a4,A1-fixJc,1stage,4,1,-,-,4,0.4608,512,fs,27,1.98,2.055150e-03,2.052290e-03,2.863940e-06,4.46,0.9681,1.0119,0.8446,2.847120e-03,5.637300e-03,0,0,-2.8735,8.5196,8.5309,-101.5328,-0.0009,11.663,48.0244,19.0156,3.8699,3.2707,3.3504,3.3504,0.0797,3.9587,3.9587,3.8699,8.5309,1.95628528,1.00004115,0,11,0.718241,-4.09242065,0.99999839,8.413951e+08,63,140,0.816073,1.0,in_box
s_fixj_a4_fs_125c_vdd1.62v,s_fixj_a4,A1-fixJc,1stage,4,1,-,-,4,0.4608,512,fs,125,1.62,1.973490e-03,1.968840e-03,4.635700e-06,4.2827,0.7236,0.8964,0.7583,2.752370e-03,4.458840e-03,0,0,-2.8883,7.1968,7.21,-99.1676,-0.001,10.3326,46.2105,17.6637,4.0301,3.3849,4.1835,4.1835,0.7986,4.9132,4.9132,4.8125,7.1968,1.91172669,1.00004398,0,11,0.717003,-4.22548392,0.99999865,7.498942e+08,62,140,0.819571,1.0,in_box
s_fixj_a4_fs_125c_vdd1.80v,s_fixj_a4,A1-fixJc,1stage,4,1,-,-,4,0.4608,512,fs,125,1.80,2.012310e-03,2.007550e-03,4.764680e-06,4.367,0.8876,0.9124,0.7583,2.807650e-03,5.053770e-03,0,0,-2.888,7.2708,7.2828,-99.5402,-0.001,10.4069,46.4525,17.7385,4.024,3.3813,4.1794,4.1794,0.7981,4.9063,4.9063,4.8058,7.2708,1.90167614,1.00004203,0,11,0.717032,-4.36433387,0.99999863,7.943282e+08,62,140,0.81957,1.0,in_box
s_fixj_a4_fs_125c_vdd1.98v,s_fixj_a4,A1-fixJc,1stage,4,1,-,-,4,0.4608,512,fs,125,1.98,2.052500e-03,2.047630e-03,4.898470e-06,4.4542,1.0516,0.9284,0.7583,2.864020e-03,5.670770e-03,0,0,-2.8889,7.3443,7.3551,-99.7972,-0.001,10.4795,46.6851,17.8115,4.0178,3.3778,4.1753,4.1753,0.7976,4.8995,4.8995,4.799,7.3443,1.86490728,1.00003947,0,11,0.716964,-4.46328891,0.99999856,7.943282e+08,62,140,0.819566,1.0,in_box
s_fixj_a6_typ_-40c_vdd1.62v,s_fixj_a6,A1-fixJc,1stage,6,1,-,-,6,0.6912,512,typ,-40,1.62,2.917230e-03,2.915080e-03,2.094670e-06,4.2205,0.5872,1.0328,0.8984,3.661760e-03,5.932060e-03,0,0,-2.9558,10.9637,11.0472,-98.5716,-0.0023,14.0213,46.3632,21.3882,3.0221,2.6829,2.2716,2.2716,-0.4112,2.5728,2.5728,2.5067,11.0472,3.03535356,1.00016147,0,11,0.711347,-3.0868417,0.99999727,6.683439e+08,62,140,0.813224,1.0,in_box
s_fixj_a6_typ_-40c_vdd1.80v,s_fixj_a6,A1-fixJc,1stage,6,1,-,-,6,0.6912,512,typ,-40,1.80,2.993090e-03,2.990880e-03,2.178760e-06,4.3303,0.7513,1.0487,0.8984,3.753500e-03,6.756290e-03,0,0,-2.9524,11.0074,11.0926,-98.8545,-0.0023,14.0687,46.5465,21.4364,3.0169,2.6796,2.2688,2.2688,-0.4108,2.5682,2.5682,2.5021,11.0926,3.02211264,1.00015624,0,11,0.71163,-3.11088464,0.9999973,6.683439e+08,61,140,0.813242,1.0,in_box
s_fixj_a6_typ_-40c_vdd1.98v,s_fixj_a6,A1-fixJc,1stage,6,1,-,-,6,0.6912,512,typ,-40,1.98,3.073630e-03,3.071340e-03,2.269730e-06,4.4468,0.9154,1.0646,0.8984,3.849860e-03,7.622720e-03,0,0,-2.9504,11.0511,11.138,-99.0588,-0.0022,14.1147,46.7173,21.4829,3.0115,2.6763,2.2658,2.2658,-0.4105,2.5633,2.5633,2.4973,11.138,2.98862594,1.00015095,0,11,0.711801,-3.10513936,0.9999973,6.683439e+08,61,140,0.813258,1.0,in_box
s_fixj_a6_typ_27c_vdd1.62v,s_fixj_a6,A1-fixJc,1stage,6,1,-,-,6,0.6912,512,typ,27,1.62,2.919040e-03,2.915010e-03,3.982060e-06,4.2231,0.6392,0.9808,0.844,3.677260e-03,5.957170e-03,0,0,-2.9898,10.4026,10.4668,-97.2731,-0.0024,13.4246,45.6582,20.7905,3.067,2.7208,2.7909,2.7909,0.0702,3.1433,3.1433,3.067,10.4668,2.83330157,1.00015663,0,11,0.708562,-3.18629877,0.99999751,6.683439e+08,61,140,0.814776,1.0,in_box
