source_record,point_id,corner_label,hbt_section,temp_c,nx,vce_v,vbe_v,ic_a,jc_ma_um2,ft_hz,gain_db,nf_db_committed_ambient_source,nf_db_corrected_fixed_t0,nf_delta_db,validity_flags
20260910-200059-7da7038,nx1_typ_-40c_vce0.8v,typ,hbt_typ,-40,1,0.8,0.75,7.117450e-07,0.006178,1.31092E+09,-47.027200,51.954600,51.954606,0.000006,
20260910-200059-7da7038,nx1_typ_-40c_vce0.8v,typ,hbt_typ,-40,1,0.8,0.77,1.900410e-06,0.016497,3.46541E+09,-40.245700,45.179800,45.179829,0.000029,
20260910-200059-7da7038,nx1_typ_-40c_vce0.8v,typ,hbt_typ,-40,1,0.8,0.79,5.059640e-06,0.043920,9.06312E+09,-32.109900,37.063300,37.063491,0.000191,
20260910-200059-7da7038,nx1_typ_-40c_vce0.8v,typ,hbt_typ,-40,1,0.8,0.81,1.336800e-05,0.116042,2.32214E+10,-23.860400,28.873500,28.874756,0.001256,
20260910-200059-7da7038,nx1_typ_-40c_vce0.8v,typ,hbt_typ,-40,1,0.8,0.83,3.463150e-05,0.300621,5.67251E+10,-15.948900,21.162100,21.169512,0.007412,
20260910-200059-7da7038,nx1_typ_-40c_vce0.8v,typ,hbt_typ,-40,1,0.8,0.85,8.568160e-05,0.743764,1.23914E+11,-8.861440,14.708100,14.740765,0.032665,
20260910-200059-7da7038,nx1_typ_-40c_vce0.8v,typ,hbt_typ,-40,1,0.8,0.87,1.938800e-04,1.682986,2.23844E+11,-3.204450,10.442800,10.529476,0.086676,
20260910-200059-7da7038,nx1_typ_-40c_vce0.8v,typ,hbt_typ,-40,1,0.8,0.89,3.853270e-04,3.344852,3.24065E+11,0.724375,8.276580,8.418405,0.141825,
20260910-200059-7da7038,nx1_typ_-40c_vce0.8v,typ,hbt_typ,-40,1,0.8,0.91,6.671700e-04,5.791406,3.97039E+11,3.215860,7.253430,7.432165,0.178735,
20260910-200059-7da7038,nx1_typ_-40c_vce0.8v,typ,hbt_typ,-40,1,0.8,0.93,1.028690e-03,8.929601,4.41028E+11,4.785240,6.708510,6.910591,0.202081,
20260910-200059-7da7038,nx1_typ_-40c_vce0.8v,typ,hbt_typ,-40,1,0.8,0.95,1.454350e-03,12.624566,4.64257E+11,5.821400,6.368490,6.586622,0.218132,
20260910-200059-7da7038,nx1_typ_-40c_vce0.8v,typ,hbt_typ,-40,1,0.8,0.97,1.930950e-03,16.761719,4.73843E+11,6.548590,6.129960,6.360087,0.230127,vbe_high
20260910-200059-7da7038,nx1_typ_-40c_vce0.8v,typ,hbt_typ,-40,1,0.8,0.99,2.449010e-03,21.258767,4.73063E+11,7.088520,5.950130,6.189722,0.239592,vbe_high
20260910-200059-7da7038,nx1_typ_-40c_vce0.8v,typ,hbt_typ,-40,1,0.8,1.01,3.001790e-03,26.057205,4.62575E+11,7.508540,5.808890,6.056181,0.247291,ic_high;vbe_high
20260910-200059-7da7038,nx1_typ_-40c_vce0.8v,typ,hbt_typ,-40,1,0.8,1.03,3.584590e-03,31.116233,4.42621E+11,7.847570,5.695580,5.949221,0.253641,ic_high;vbe_high
20260910-200059-7da7038,nx1_typ_-40c_vce0.8v,typ,hbt_typ,-40,1,0.8,1.05,4.193950e-03,36.405816,4.12581E+11,8.123560,5.604910,5.863745,0.258835,ic_high;vbe_high
20260910-200059-7da7038,nx1_typ_-40c_vce1.0v,typ,hbt_typ,-40,1,1.0,0.55,3.849690e-11,0.000000,,-51.537700,56.461200,56.461202,0.000002,vbe_low
20260910-200059-7da7038,nx1_typ_-40c_vce1.0v,typ,hbt_typ,-40,1,1.0,0.57,1.022000e-10,0.000001,,-51.525500,56.449000,56.449002,0.000002,vbe_low
20260910-200059-7da7038,nx1_typ_-40c_vce1.0v,typ,hbt_typ,-40,1,1.0,0.59,2.726310e-10,0.000002,,-51.513100,56.436600,56.436602,0.000002,vbe_low
20260910-200059-7da7038,nx1_typ_-40c_vce1.0v,typ,hbt_typ,-40,1,1.0,0.61,7.285340e-10,0.000006,,-51.500400,56.423900,56.423902,0.000002,vbe_low
20260910-200059-7da7038,nx1_typ_-40c_vce1.0v,typ,hbt_typ,-40,1,1.0,0.63,1.948010e-09,0.000017,3.75869E+06,-51.487400,56.410900,56.410902,0.000002,vbe_low
20260910-200059-7da7038,nx1_typ_-40c_vce1.0v,typ,hbt_typ,-40,1,1.0,0.65,5.209840e-09,0.000045,9.98631E+06,-51.473700,56.397300,56.397302,0.000002,
20260910-200059-7da7038,nx1_typ_-40c_vce1.0v,typ,hbt_typ,-40,1,1.0,0.67,1.393420e-08,0.000121,2.65938E+07,-51.457300,56.380800,56.380802,0.000002,
20260910-200059-7da7038,nx1_typ_-40c_vce1.0v,typ,hbt_typ,-40,1,1.0,0.69,3.726840e-08,0.000324,7.06416E+07,-51.424500,56.348200,56.348202,0.000002,
20260910-200059-7da7038,nx1_typ_-40c_vce1.0v,typ,hbt_typ,-40,1,1.0,0.71,9.967250e-08,0.000865,1.87772E+08,-51.283700,56.207700,56.207702,0.000002,
20260910-200059-7da7038,nx1_typ_-40c_vce1.0v,typ,hbt_typ,-40,1,1.0,0.73,2.665320e-07,0.002314,4.98403E+08,-50.476100,55.401100,55.401103,0.000003,
20260910-200059-7da7038,nx1_typ_-40c_vce1.0v,typ,hbt_typ,-40,1,1.0,0.75,7.124690e-07,0.006185,1.31982E+09,-47.084300,52.011700,52.011706,0.000006,
20260910-200059-7da7038,nx1_typ_-40c_vce1.0v,typ,hbt_typ,-40,1,1.0,0.77,1.902650e-06,0.016516,3.48843E+09,-40.250000,45.184200,45.184229,0.000029,
20260910-200059-7da7038,nx1_typ_-40c_vce1.0v,typ,hbt_typ,-40,1,1.0,0.79,5.067650e-06,0.043990,9.12499E+09,-32.099100,37.052600,37.052791,0.000191,
20260910-200059-7da7038,nx1_typ_-40c_vce1.0v,typ,hbt_typ,-40,1,1.0,0.81,1.340210e-05,0.116338,2.34074E+10,-23.840400,28.853800,28.855062,0.001262,
20260910-200059-7da7038,nx1_typ_-40c_vce1.0v,typ,hbt_typ,-40,1,1.0,0.83,3.479570e-05,0.302046,5.72907E+10,-15.913500,21.128400,21.135870,0.007470,
20260910-200059-7da7038,nx1_typ_-40c_vce1.0v,typ,hbt_typ,-40,1,1.0,0.85,8.646120e-05,0.750531,1.25629E+11,-8.800660,14.657100,14.690149,0.033049,
20260910-200059-7da7038,nx1_typ_-40c_vce1.0v,typ,hbt_typ,-40,1,1.0,0.87,1.969790e-04,1.709887,2.27706E+11,-3.116480,10.387300,10.475080,0.087780,
20260910-200059-7da7038,nx1_typ_-40c_vce1.0v,typ,hbt_typ,-40,1,1.0,0.89,3.945730e-04,3.425113,3.30041E+11,0.826029,8.230880,8.374181,0.143301,
20260910-200059-7da7038,nx1_typ_-40c_vce1.0v,typ,hbt_typ,-40,1,1.0,0.91,6.879500e-04,5.971788,4.04729E+11,3.316430,7.217010,7.397220,0.180210,
20260910-200059-7da7038,nx1_typ_-40c_vce1.0v,typ,hbt_typ,-40,1,1.0,0.93,1.066570e-03,9.258420,4.49466E+11,4.880110,6.676380,6.879927,0.203547,
20260910-200059-7da7038,nx1_typ_-40c_vce1.0v,typ,hbt_typ,-40,1,1.0,0.95,1.514380e-03,13.145660,4.72328E+11,5.912300,6.337460,6.557117,0.219657,
20260910-200059-7da7038,nx1_typ_-40c_vce1.0v,typ,hbt_typ,-40,1,1.0,0.97,2.017940e-03,17.516840,4.83237E+11,6.639230,6.098600,6.330351,0.231751,vbe_high
20260910-200059-7da7038,nx1_typ_-40c_vce1.0v,typ,hbt_typ,-40,1,1.0,0.99,2.567460e-03,22.286979,4.82612E+11,7.182040,5.918280,6.159588,0.241308,vbe_high
20260910-200059-7da7038,nx1_typ_-40c_vce1.0v,typ,hbt_typ,-40,1,1.0,1.01,3.156150e-03,27.397135,4.7159E+11,7.607450,5.777070,6.026128,0.249058,ic_high;vbe_high
20260910-200059-7da7038,nx1_typ_-40c_vce1.0v,typ,hbt_typ,-40,1,1.0,1.03,3.779370e-03,32.807031,4.52633E+11,7.953740,5.664800,5.920193,0.255393,ic_high;vbe_high
20260910-200059-7da7038,nx1_typ_-40c_vce1.0v,typ,hbt_typ,-40,1,1.0,1.05,4.433790e-03,38.487760,4.21224E+11,8.243960,5.575710,5.836240,0.260530,ic_high;vbe_high
20260910-200059-7da7038,nx1_typ_-40c_vce1.2v,typ,hbt_typ,-40,1,1.2,0.55,3.873940e-11,0.000000,,-51.648400,56.571900,56.571902,0.000002,vbe_low
20260910-200059-7da7038,nx1_typ_-40c_vce1.2v,typ,hbt_typ,-40,1,1.2,0.57,1.025110e-10,0.000001,,-51.638100,56.561600,56.561602,0.000002,vbe_low
20260910-200059-7da7038,nx1_typ_-40c_vce1.2v,typ,hbt_typ,-40,1,1.2,0.59,2.731200e-10,0.000002,,-51.627700,56.551200,56.551202,0.000002,vbe_low
20260910-200059-7da7038,nx1_typ_-40c_vce1.2v,typ,hbt_typ,-40,1,1.2,0.61,7.294920e-10,0.000006,,-51.617000,56.540500,56.540502,0.000002,vbe_low
20260910-200059-7da7038,nx1_typ_-40c_vce1.2v,typ,hbt_typ,-40,1,1.2,0.63,1.950200e-09,0.000017,3.77712E+06,-51.606100,56.529600,56.529602,0.000002,vbe_low
20260910-200059-7da7038,nx1_typ_-40c_vce1.2v,typ,hbt_typ,-40,1,1.2,0.65,5.215250e-09,0.000045,1.00326E+07,-51.594600,56.518100,56.518102,0.000002,
20260910-200059-7da7038,nx1_typ_-40c_vce1.2v,typ,hbt_typ,-40,1,1.2,0.67,1.394820e-08,0.000121,2.67282E+07,-51.580300,56.503800,56.503802,0.000002,
20260910-200059-7da7038,nx1_typ_-40c_vce1.2v,typ,hbt_typ,-40,1,1.2,0.69,3.730490e-08,0.000324,7.09795E+07,-51.549200,56.472900,56.472902,0.000002,
20260910-200059-7da7038,nx1_typ_-40c_vce1.2v,typ,hbt_typ,-40,1,1.2,0.71,9.976940e-08,0.000866,1.88759E+08,-51.407000,56.331000,56.331002,0.000002,
20260910-200059-7da7038,nx1_typ_-40c_vce1.2v,typ,hbt_typ,-40,1,1.2,0.73,2.667950e-07,0.002316,5.00893E+08,-50.579300,55.504200,55.504203,0.000003,
20260910-200059-7da7038,nx1_typ_-40c_vce1.2v,typ,hbt_typ,-40,1,1.2,0.75,7.132100e-07,0.006191,1.32718E+09,-47.127600,52.055000,52.055006,0.000006,
20260910-200059-7da7038,nx1_typ_-40c_vce1.2v,typ,hbt_typ,-40,1,1.2,0.77,1.904930e-06,0.016536,3.50748E+09,-40.251200,45.185300,45.185329,0.000029,
20260910-200059-7da7038,nx1_typ_-40c_vce1.2v,typ,hbt_typ,-40,1,1.2,0.79,5.075730e-06,0.044060,9.17643E+09,-32.087800,37.041300,37.041492,0.000192,
20260910-200059-7da7038,nx1_typ_-40c_vce1.2v,typ,hbt_typ,-40,1,1.2,0.81,1.343650e-05,0.116636,2.35823E+10,-23.820300,28.833900,28.835168,0.001268,
20260910-200059-7da7038,nx1_typ_-40c_vce1.2v,typ,hbt_typ,-40,1,1.2,0.83,3.496190e-05,0.303489,5.77791E+10,-15.877800,21.094400,21.101928,0.007528,
20260910-200059-7da7038,nx1_typ_-40c_vce1.2v,typ,hbt_typ,-40,1,1.2,0.85,8.725960e-05,0.757462,1.27142E+11,-8.739070,14.605500,14.638942,0.033442,
20260910-200059-7da7038,nx1_typ_-40c_vce1.2v,typ,hbt_typ,-40,1,1.2,0.87,2.002060e-04,1.737899,2.31128E+11,-3.026670,10.330900,10.419815,0.088915,
20260910-200059-7da7038,nx1_typ_-40c_vce1.2v,typ,hbt_typ,-40,1,1.2,0.89,4.043830e-04,3.510269,3.35613E+11,0.930343,8.184390,8.329207,0.144817,
20260910-200059-7da7038,nx1_typ_-40c_vce1.2v,typ,hbt_typ,-40,1,1.2,0.91,7.103200e-04,6.165972,4.11171E+11,3.419990,7.179720,7.361452,0.181732,
20260910-200059-7da7038,nx1_typ_-40c_vce1.2v,typ,hbt_typ,-40,1,1.2,0.93,1.107870e-03,9.616927,4.5617E+11,4.978530,6.643140,6.848215,0.205075,
20260910-200059-7da7038,nx1_typ_-40c_vce1.2v,typ,hbt_typ,-40,1,1.2,0.95,1.580550e-03,13.720052,4.79411E+11,6.007630,6.305120,6.526378,0.221258,
20260910-200059-7da7038,nx1_typ_-40c_vce1.2v,typ,hbt_typ,-40,1,1.2,0.97,2.114630e-03,18.356163,4.89354E+11,6.734850,6.066120,6.299565,0.233445,vbe_high
20260910-200059-7da7038,nx1_typ_-40c_vce1.2v,typ,hbt_typ,-40,1,1.2,0.99,2.700070e-03,23.438108,4.87539E+11,7.281360,5.885740,6.128813,0.243073,vbe_high
20260910-200059-7da7038,nx1_typ_-40c_vce1.2v,typ,hbt_typ,-40,1,1.2,1.01,3.330530e-03,28.910851,4.74778E+11,7.712740,5.745470,5.996296,0.250826,ic_high;vbe_high
20260910-200059-7da7038,nx1_typ_-40c_vce1.2v,typ,hbt_typ,-40,1,1.2,1.03,4.001040e-03,34.731250,4.53552E+11,8.066530,5.635740,5.892798,0.257058,ic_high;vbe_high
20260910-200059-7da7038,nx1_typ_-40c_vce1.2v,typ,hbt_typ,-40,1,1.2,1.05,4.708550e-03,40.872830,4.21047E+11,8.365160,5.551360,5.813312,0.261952,ic_high;vbe_high
20260910-200059-7da7038,nx1_typ_-40c_vce1.4v,typ,hbt_typ,-40,1,1.4,0.55,3.899820e-11,0.000000,,-51.743300,56.666800,56.666802,0.000002,vbe_low
20260910-200059-7da7038,nx1_typ_-40c_vce1.4v,typ,hbt_typ,-40,1,1.4,0.57,1.028620e-10,0.000001,,-51.734400,56.657900,56.657902,0.000002,vbe_low
20260910-200059-7da7038,nx1_typ_-40c_vce1.4v,typ,hbt_typ,-40,1,1.4,0.59,2.737080e-10,0.000002,,-51.725300,56.648800,56.648802,0.000002,vbe_low
20260910-200059-7da7038,nx1_typ_-40c_vce1.4v,typ,hbt_typ,-40,1,1.4,0.61,7.306890e-10,0.000006,,-51.716200,56.639700,56.639702,0.000002,vbe_low
20260910-200059-7da7038,nx1_typ_-40c_vce1.4v,typ,hbt_typ,-40,1,1.4,0.63,1.952970e-09,0.000017,3.79426E+06,-51.706700,56.630300,56.630302,0.000002,vbe_low
20260910-200059-7da7038,nx1_typ_-40c_vce1.4v,typ,hbt_typ,-40,1,1.4,0.65,5.222080e-09,0.000045,1.00752E+07,-51.696700,56.620300,56.620302,0.000002,
20260910-200059-7da7038,nx1_typ_-40c_vce1.4v,typ,hbt_typ,-40,1,1.4,0.67,1.396550e-08,0.000121,2.68511E+07,-51.684000,56.607500,56.607502,0.000002,
20260910-200059-7da7038,nx1_typ_-40c_vce1.4v,typ,hbt_typ,-40,1,1.4,0.69,3.734960e-08,0.000324,7.12856E+07,-51.654000,56.577700,56.577702,0.000002,
20260910-200059-7da7038,nx1_typ_-40c_vce1.4v,typ,hbt_typ,-40,1,1.4,0.71,9.988610e-08,0.000867,1.89644E+08,-51.510100,56.434100,56.434102,0.000002,
20260910-200059-7da7038,nx1_typ_-40c_vce1.4v,typ,hbt_typ,-40,1,1.4,0.73,2.671050e-07,0.002319,5.0311E+08,-50.664400,55.589300,55.589303,0.000003,
20260910-200059-7da7038,nx1_typ_-40c_vce1.4v,typ,hbt_typ,-40,1,1.4,0.75,7.140640e-07,0.006198,1.3337E+09,-47.161200,52.088600,52.088606,0.000006,
20260910-200059-7da7038,nx1_typ_-40c_vce1.4v,typ,hbt_typ,-40,1,1.4,0.77,1.907470e-06,0.016558,3.5243E+09,-40.249300,45.183400,45.183429,0.000029,
20260910-200059-7da7038,nx1_typ_-40c_vce1.4v,typ,hbt_typ,-40,1,1.4,0.79,5.084460e-06,0.044136,9.22192E+09,-32.075100,37.028700,37.028892,0.000192,
20260910-200059-7da7038,nx1_typ_-40c_vce1.4v,typ,hbt_typ,-40,1,1.4,0.81,1.347250e-05,0.116949,2.37382E+10,-23.799200,28.813100,28.814374,0.001274,
20260910-200059-7da7038,nx1_typ_-40c_vce1.4v,typ,hbt_typ,-40,1,1.4,0.83,3.513380e-05,0.304981,5.82232E+10,-15.840900,21.059300,21.066889,0.007589,
20260910-200059-7da7038,nx1_typ_-40c_vce1.4v,typ,hbt_typ,-40,1,1.4,0.85,8.808630e-05,0.764638,1.2854E+11,-8.675680,14.552400,14.586252,0.033852,
20260910-200059-7da7038,nx1_typ_-40c_vce1.4v,typ,hbt_typ,-40,1,1.4,0.87,2.035970e-04,1.767335,2.34302E+11,-2.934020,10.273000,10.363097,0.090097,
20260910-200059-7da7038,nx1_typ_-40c_vce1.4v,typ,hbt_typ,-40,1,1.4,0.89,4.148550e-04,3.601172,3.41378E+11,1.037970,8.136770,8.283157,0.146387,
20260910-200059-7da7038,nx1_typ_-40c_vce1.4v,typ,hbt_typ,-40,1,1.4,0.91,7.345960e-04,6.376701,4.16881E+11,3.526940,7.141360,7.324670,0.183310,
20260910-200059-7da7038,nx1_typ_-40c_vce1.4v,typ,hbt_typ,-40,1,1.4,0.93,1.153120e-03,10.009722,4.61839E+11,5.080170,6.608820,6.815484,0.206664,
20260910-200059-7da7038,nx1_typ_-40c_vce1.4v,typ,hbt_typ,-40,1,1.4,0.95,1.653940e-03,14.357118,4.84995E+11,6.107120,6.271550,6.494482,0.222932,
20260910-200059-7da7038,nx1_typ_-40c_vce1.4v,typ,hbt_typ,-40,1,1.4,0.97,2.223060e-03,19.297396,4.9358E+11,6.836000,6.032490,6.267701,0.235211,vbe_high
20260910-200059-7da7038,nx1_typ_-40c_vce1.4v,typ,hbt_typ,-40,1,1.4,0.99,2.850410e-03,24.743142,4.89834E+11,7.387260,5.852680,6.097559,0.244879,vbe_high
20260910-200059-7da7038,nx1_typ_-40c_vce1.4v,typ,hbt_typ,-40,1,1.4,1.01,3.529610e-03,30.638976,4.74082E+11,7.825480,5.714580,5.967145,0.252565,ic_high;vbe_high
20260910-200059-7da7038,nx1_typ_-40c_vce1.4v,typ,hbt_typ,-40,1,1.4,1.03,4.256330e-03,36.947309,4.49187E+11,8.187260,5.609460,5.868032,0.258572,ic_high;vbe_high
20260910-200059-7da7038,nx1_typ_-40c_vce1.4v,typ,hbt_typ,-40,1,1.4,1.05,5.027610e-03,43.642448,4.12937E+11,8.494280,5.532920,5.795953,0.263033,ic_high;vbe_high
20260910-200059-7da7038,nx1_typ_125c_vce0.8v,typ,hbt_typ,125,1,0.8,0.55,2.182060e-06,0.018941,2.32758E+09,-43.453300,50.708000,50.707988,-0.000012,vbe_low
20260910-200059-7da7038,nx1_typ_125c_vce0.8v,typ,hbt_typ,125,1,0.8,0.57,3.816500e-06,0.033129,4.03417E+09,-39.155600,46.415700,46.415668,-0.000032,vbe_low
20260910-200059-7da7038,nx1_typ_125c_vce0.8v,typ,hbt_typ,125,1,0.8,0.59,6.668430e-06,0.057886,6.96284E+09,-34.532900,41.802800,41.802706,-0.000094,vbe_low
20260910-200059-7da7038,nx1_typ_125c_vce0.8v,typ,hbt_typ,125,1,0.8,0.61,1.163090e-05,0.100963,1.19146E+10,-29.817700,37.105800,37.105524,-0.000276,vbe_low
20260910-200059-7da7038,nx1_typ_125c_vce0.8v,typ,hbt_typ,125,1,0.8,0.63,2.022400e-05,0.175556,2.01872E+10,-25.119300,32.441800,32.440992,-0.000808,vbe_low
20260910-200059-7da7038,nx1_typ_125c_vce0.8v,typ,hbt_typ,125,1,0.8,0.65,3.498160e-05,0.303660,3.35499E+10,-20.508400,27.897700,27.895398,-0.002302,
20260910-200059-7da7038,nx1_typ_125c_vce0.8v,typ,hbt_typ,125,1,0.8,0.67,5.997790e-05,0.520641,5.42747E+10,-16.059300,23.580300,23.574078,-0.006222,
20260910-200059-7da7038,nx1_typ_125c_vce0.8v,typ,hbt_typ,125,1,0.8,0.69,1.013900e-04,0.880122,8.39811E+10,-11.866300,19.641200,19.625772,-0.015428,
20260910-200059-7da7038,nx1_typ_125c_vce0.8v,typ,hbt_typ,125,1,0.8,0.71,1.677500e-04,1.456163,1.23117E+11,-8.041760,16.269000,16.235391,-0.033609,
20260910-200059-7da7038,nx1_typ_125c_vce0.8v,typ,hbt_typ,125,1,0.8,0.73,2.693220e-04,2.337865,1.678E+11,-4.692800,13.618400,13.556323,-0.062077,
20260910-200059-7da7038,nx1_typ_125c_vce0.8v,typ,hbt_typ,125,1,0.8,0.75,4.162590e-04,3.613359,2.13082E+11,-1.884390,11.709200,11.612466,-0.096734,
20260910-200059-7da7038,nx1_typ_125c_vce0.8v,typ,hbt_typ,125,1,0.8,0.77,6.162120e-04,5.349062,2.53365E+11,0.385886,10.411700,10.280772,-0.130928,
20260910-200059-7da7038,nx1_typ_125c_vce0.8v,typ,hbt_typ,125,1,0.8,0.79,8.728290e-04,7.576641,2.85076E+11,2.179550,9.540710,9.380162,-0.160548,
20260910-200059-7da7038,nx1_typ_125c_vce0.8v,typ,hbt_typ,125,1,0.8,0.81,1.185890e-03,10.294184,3.07852E+11,3.585750,8.941600,8.756792,-0.184808,
20260910-200059-7da7038,nx1_typ_125c_vce0.8v,typ,hbt_typ,125,1,0.8,0.83,1.552530e-03,13.476823,3.22055E+11,4.692350,8.513030,8.308597,-0.204433,
20260910-200059-7da7038,nx1_typ_125c_vce0.8v,typ,hbt_typ,125,1,0.8,0.85,1.968530e-03,17.087934,3.26277E+11,5.571890,8.194990,7.974624,-0.220366,
20260910-200059-7da7038,nx1_typ_125c_vce0.8v,typ,hbt_typ,125,1,0.8,0.87,2.429260e-03,21.087326,3.21735E+11,6.279530,7.952750,7.719398,-0.233352,
20260910-200059-7da7038,nx1_typ_125c_vce0.8v,typ,hbt_typ,125,1,0.8,0.89,2.930180e-03,25.435590,3.0835E+11,6.854730,7.766030,7.522133,-0.243897,
20260910-200059-7da7038,nx1_typ_125c_vce0.8v,typ,hbt_typ,125,1,0.8,0.91,3.466880e-03,30.094444,2.88264E+11,7.316870,7.624120,7.371882,-0.252238,ic_high
20260910-200059-7da7038,nx1_typ_125c_vce0.8v,typ,hbt_typ,125,1,0.8,0.93,4.033180e-03,35.010243,2.56067E+11,7.600910,7.533660,7.275952,-0.257708,ic_high
20260910-200059-7da7038,nx1_typ_125c_vce0.8v,typ,hbt_typ,125,1,0.8,0.95,4.608180e-03,40.001562,1.8401E+11,7.232520,7.574220,7.318980,-0.255240,ic_high
20260910-200059-7da7038,nx1_typ_125c_vce0.8v,typ,hbt_typ,125,1,0.8,0.97,5.141160e-03,44.628125,1.02434E+11,5.972840,7.810030,7.568661,-0.241369,ic_high;vbe_high
20260910-200059-7da7038,nx1_typ_125c_vce0.8v,typ,hbt_typ,125,1,0.8,0.99,5.621370e-03,48.796615,6.20068E+10,5.008600,8.021270,7.791669,-0.229601,ic_high;vbe_high
20260910-200059-7da7038,nx1_typ_125c_vce0.8v,typ,hbt_typ,125,1,0.8,1.01,6.079400e-03,52.772569,4.258E+10,4.556360,8.136930,7.913521,-0.223409,ic_high;vbe_high
20260910-200059-7da7038,nx1_typ_125c_vce0.8v,typ,hbt_typ,125,1,0.8,1.03,6.534350e-03,56.721788,3.10883E+10,4.252560,8.244940,8.027158,-0.217782,ic_high;vbe_high
20260910-200059-7da7038,nx1_typ_125c_vce0.8v,typ,hbt_typ,125,1,0.8,1.05,6.986560e-03,60.647222,2.24039E+10,3.653690,8.476930,8.270750,-0.206180,ic_high;vbe_high
20260910-200059-7da7038,nx1_typ_125c_vce1.0v,typ,hbt_typ,125,1,1.0,0.55,2.184480e-06,0.018963,2.34716E+09,-43.480600,50.735200,50.735188,-0.000012,vbe_low
20260910-200059-7da7038,nx1_typ_125c_vce1.0v,typ,hbt_typ,125,1,1.0,0.57,3.821200e-06,0.033170,4.06558E+09,-39.159500,46.419600,46.419568,-0.000032,vbe_low
20260910-200059-7da7038,nx1_typ_125c_vce1.0v,typ,hbt_typ,125,1,1.0,0.59,6.678030e-06,0.057969,7.02224E+09,-34.526100,41.796100,41.796006,-0.000094,vbe_low
20260910-200059-7da7038,nx1_typ_125c_vce1.0v,typ,hbt_typ,125,1,1.0,0.61,1.165170e-05,0.101143,1.2029E+10,-29.804900,37.093100,37.092823,-0.000277,vbe_low
20260910-200059-7da7038,nx1_typ_125c_vce1.0v,typ,hbt_typ,125,1,1.0,0.63,2.027200e-05,0.175972,2.03802E+10,-25.101000,32.423700,32.422888,-0.000812,vbe_low
20260910-200059-7da7038,nx1_typ_125c_vce1.0v,typ,hbt_typ,125,1,1.0,0.65,3.509730e-05,0.304664,3.39419E+10,-20.483000,27.872900,27.870585,-0.002315,
20260910-200059-7da7038,nx1_typ_125c_vce1.0v,typ,hbt_typ,125,1,1.0,0.67,6.026390e-05,0.523124,5.49774E+10,-16.023800,23.546400,23.540129,-0.006271,
20260910-200059-7da7038,nx1_typ_125c_vce1.0v,typ,hbt_typ,125,1,1.0,0.69,1.020940e-04,0.886233,8.52894E+10,-11.817400,19.596700,19.581112,-0.015588,
20260910-200059-7da7038,nx1_typ_125c_vce1.0v,typ,hbt_typ,125,1,1.0,0.71,1.694280e-04,1.470729,1.2523E+11,-7.976690,16.214900,16.180868,-0.034032,
20260910-200059-7da7038,nx1_typ_125c_vce1.0v,typ,hbt_typ,125,1,1.0,0.73,2.730700e-04,2.370399,1.71294E+11,-4.611280,13.559700,13.496772,-0.062928,
20260910-200059-7da7038,nx1_typ_125c_vce1.0v,typ,hbt_typ,125,1,1.0,0.75,4.239450e-04,3.680078,2.17975E+11,-1.789340,11.652100,11.554071,-0.098029,
