point_id,bench,role,corner_label,hbt_section,temp_c,nx,selft,rb_label,rb_ohm,vce_v,ic_a,ic_per_nx_a,vbe_v
b_nx8_bcs_27c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,27,8,1,14k,1.4e4,4.120000e+00,1.241685e-11,1.552106e-12,1.159687e-07
b_nx8_bcs_27c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,27,8,1,14k,1.4e4,4.160000e+00,1.253694e-11,1.567118e-12,1.170893e-07
b_nx8_bcs_27c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,27,8,1,14k,1.4e4,4.200000e+00,1.265698e-11,1.582122e-12,1.182099e-07
b_nx8_bcs_27c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,27,8,1,14k,1.4e4,4.240000e+00,1.277731e-11,1.597164e-12,1.193306e-07
b_nx8_bcs_27c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,27,8,1,14k,1.4e4,4.280000e+00,1.289700e-11,1.612125e-12,1.204512e-07
b_nx8_bcs_27c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,27,8,1,14k,1.4e4,4.320000e+00,1.301708e-11,1.627135e-12,1.215719e-07
b_nx8_bcs_27c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,27,8,1,14k,1.4e4,4.360000e+00,1.313714e-11,1.642142e-12,1.226925e-07
b_nx8_bcs_27c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,27,8,1,14k,1.4e4,4.400000e+00,1.325695e-11,1.657119e-12,1.238132e-07
b_nx8_bcs_27c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,27,8,1,14k,1.4e4,4.440000e+00,1.337731e-11,1.672164e-12,1.249339e-07
b_nx8_bcs_27c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,27,8,1,14k,1.4e4,4.480000e+00,1.349715e-11,1.687144e-12,1.260546e-07
b_nx8_bcs_27c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,27,8,1,14k,1.4e4,4.520000e+00,1.361728e-11,1.702160e-12,1.271753e-07
b_nx8_bcs_27c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,27,8,1,14k,1.4e4,4.560000e+00,1.373763e-11,1.717204e-12,1.282960e-07
b_nx8_bcs_27c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,27,8,1,14k,1.4e4,4.600000e+00,1.385765e-11,1.732206e-12,1.294167e-07
b_nx8_bcs_27c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,27,8,1,14k,1.4e4,4.640000e+00,1.397733e-11,1.747166e-12,1.305374e-07
b_nx8_bcs_27c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,27,8,1,14k,1.4e4,4.680000e+00,1.409719e-11,1.762149e-12,1.316582e-07
b_nx8_bcs_27c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,27,8,1,14k,1.4e4,4.720000e+00,1.421746e-11,1.777182e-12,1.327789e-07
b_nx8_bcs_27c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,27,8,1,14k,1.4e4,4.760000e+00,1.433759e-11,1.792199e-12,1.338997e-07
b_nx8_bcs_27c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,27,8,1,14k,1.4e4,4.800000e+00,1.445736e-11,1.807170e-12,1.350204e-07
b_nx8_bcs_27c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,27,8,1,14k,1.4e4,4.840000e+00,1.457792e-11,1.822240e-12,1.361412e-07
b_nx8_bcs_27c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,27,8,1,14k,1.4e4,4.880000e+00,1.469779e-11,1.837224e-12,1.372620e-07
b_nx8_bcs_27c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,27,8,1,14k,1.4e4,4.920000e+00,1.481792e-11,1.852240e-12,1.383828e-07
b_nx8_bcs_27c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,27,8,1,14k,1.4e4,4.960000e+00,1.493788e-11,1.867235e-12,1.395036e-07
b_nx8_bcs_27c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,27,8,1,14k,1.4e4,5.000000e+00,1.505801e-11,1.882251e-12,1.406244e-07
b_nx8_bcs_27c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,27,8,1,14k,1.4e4,5.040000e+00,1.517760e-11,1.897200e-12,1.417452e-07
b_nx8_bcs_27c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,27,8,1,14k,1.4e4,5.080000e+00,1.529812e-11,1.912265e-12,1.428660e-07
b_nx8_bcs_27c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,27,8,1,14k,1.4e4,5.120000e+00,1.541817e-11,1.927271e-12,1.439869e-07
b_nx8_bcs_27c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,27,8,1,14k,1.4e4,5.160000e+00,1.553823e-11,1.942279e-12,1.451077e-07
b_nx8_bcs_27c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,27,8,1,14k,1.4e4,5.200000e+00,1.565795e-11,1.957244e-12,1.462285e-07
b_nx8_bcs_27c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,27,8,1,14k,1.4e4,5.240000e+00,1.577844e-11,1.972305e-12,1.473494e-07
b_nx8_bcs_27c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,27,8,1,14k,1.4e4,5.280000e+00,1.589858e-11,1.987322e-12,1.484703e-07
b_nx8_bcs_27c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,27,8,1,14k,1.4e4,5.320000e+00,1.601843e-11,2.002304e-12,1.495912e-07
b_nx8_bcs_27c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,27,8,1,14k,1.4e4,5.360000e+00,1.613865e-11,2.017331e-12,1.507120e-07
b_nx8_bcs_27c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,27,8,1,14k,1.4e4,5.400000e+00,1.625830e-11,2.032288e-12,1.518329e-07
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,2.000000e-01,8.744925e-11,8.744925e-11,3.146072e-08
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,2.400000e-01,8.781239e-11,8.781239e-11,3.320393e-08
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,2.800000e-01,8.802360e-11,8.802360e-11,3.466770e-08
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,3.200000e-01,8.818014e-11,8.818014e-11,3.597735e-08
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,3.600000e-01,8.831583e-11,8.831583e-11,3.720201e-08
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,4.000000e-01,8.844305e-11,8.844305e-11,3.837980e-08
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,4.400000e-01,8.856658e-11,8.856658e-11,3.953177e-08
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,4.800000e-01,8.868840e-11,8.868840e-11,4.066955e-08
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,5.200000e-01,8.880941e-11,8.880941e-11,4.179957e-08
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,5.600000e-01,8.893002e-11,8.893002e-11,4.292539e-08
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,6.000000e-01,8.905041e-11,8.905041e-11,4.404899e-08
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,6.400000e-01,8.917071e-11,8.917071e-11,4.517152e-08
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,6.800000e-01,8.929097e-11,8.929097e-11,4.629361e-08
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,7.200000e-01,8.941122e-11,8.941122e-11,4.741567e-08
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,7.600000e-01,8.953150e-11,8.953150e-11,4.853793e-08
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,8.000000e-01,8.965179e-11,8.965179e-11,4.966058e-08
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,8.400000e-01,8.977212e-11,8.977212e-11,5.078376e-08
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,8.800000e-01,8.989248e-11,8.989248e-11,5.190758e-08
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,9.200000e-01,9.001291e-11,9.001291e-11,5.303215e-08
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,9.600000e-01,9.013342e-11,9.013342e-11,5.415758e-08
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,1.000000e+00,9.025398e-11,9.025398e-11,5.528397e-08
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,1.040000e+00,9.037460e-11,9.037460e-11,5.641143e-08
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,1.080000e+00,9.049532e-11,9.049532e-11,5.754005e-08
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,1.120000e+00,9.061613e-11,9.061613e-11,5.866995e-08
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,1.160000e+00,9.073702e-11,9.073702e-11,5.980124e-08
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,1.200000e+00,9.085805e-11,9.085805e-11,6.093401e-08
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,1.240000e+00,9.097919e-11,9.097919e-11,6.206838e-08
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,1.280000e+00,9.110040e-11,9.110040e-11,6.320445e-08
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,1.320000e+00,9.122177e-11,9.122177e-11,6.434232e-08
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,1.360000e+00,9.134331e-11,9.134331e-11,6.548209e-08
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,1.400000e+00,9.146495e-11,9.146495e-11,6.662388e-08
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,1.440000e+00,9.158675e-11,9.158675e-11,6.776776e-08
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,1.480000e+00,9.170874e-11,9.170874e-11,6.891385e-08
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,1.520000e+00,9.183086e-11,9.183086e-11,7.006224e-08
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,1.560000e+00,9.195311e-11,9.195311e-11,7.121301e-08
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,1.600000e+00,9.207559e-11,9.207559e-11,7.236626e-08
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,1.640000e+00,9.219828e-11,9.219828e-11,7.352207e-08
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,1.680000e+00,9.232113e-11,9.232113e-11,7.468053e-08
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,1.720000e+00,9.244412e-11,9.244412e-11,7.584171e-08
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,1.760000e+00,9.256739e-11,9.256739e-11,7.700568e-08
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,1.800000e+00,9.269084e-11,9.269084e-11,7.817253e-08
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,1.840000e+00,9.281447e-11,9.281447e-11,7.934233e-08
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,1.880000e+00,9.293832e-11,9.293832e-11,8.051513e-08
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,1.920000e+00,9.306241e-11,9.306241e-11,8.169100e-08
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,1.960000e+00,9.318676e-11,9.318676e-11,8.287001e-08
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,2.000000e+00,9.331130e-11,9.331130e-11,8.405221e-08
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,2.040000e+00,9.343606e-11,9.343606e-11,8.523766e-08
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,2.080000e+00,9.356104e-11,9.356104e-11,8.642640e-08
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,2.120000e+00,9.368627e-11,9.368627e-11,8.761848e-08
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,2.160000e+00,9.381177e-11,9.381177e-11,8.881396e-08
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,2.200000e+00,9.393753e-11,9.393753e-11,9.001286e-08
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,2.240000e+00,9.406350e-11,9.406350e-11,9.121524e-08
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,2.280000e+00,9.418974e-11,9.418974e-11,9.242113e-08
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,2.320000e+00,9.431621e-11,9.431621e-11,9.363056e-08
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,2.360000e+00,9.444291e-11,9.444291e-11,9.484356e-08
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,2.400000e+00,9.456997e-11,9.456997e-11,9.606017e-08
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,2.440000e+00,9.469720e-11,9.469720e-11,9.728041e-08
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,2.480000e+00,9.482470e-11,9.482470e-11,9.850431e-08
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,2.520000e+00,9.495249e-11,9.495249e-11,9.973188e-08
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,2.560000e+00,9.508053e-11,9.508053e-11,1.009632e-07
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,2.600000e+00,9.520884e-11,9.520884e-11,1.021981e-07
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,2.640000e+00,9.533740e-11,9.533740e-11,1.034369e-07
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,2.680000e+00,9.546625e-11,9.546625e-11,1.046793e-07
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,2.720000e+00,9.559535e-11,9.559535e-11,1.059256e-07
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,2.760000e+00,9.572470e-11,9.572470e-11,1.071756e-07
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,2.800000e+00,9.585437e-11,9.585437e-11,1.084293e-07
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,2.840000e+00,9.598429e-11,9.598429e-11,1.096869e-07
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,2.880000e+00,9.611455e-11,9.611455e-11,1.109483e-07
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,2.920000e+00,9.624494e-11,9.624494e-11,1.122134e-07
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,2.960000e+00,9.637567e-11,9.637567e-11,1.134824e-07
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,3.000000e+00,9.650671e-11,9.650671e-11,1.147551e-07
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,3.040000e+00,9.663797e-11,9.663797e-11,1.160317e-07
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,3.080000e+00,9.676955e-11,9.676955e-11,1.173120e-07
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,3.120000e+00,9.690140e-11,9.690140e-11,1.185962e-07
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,3.160000e+00,9.703347e-11,9.703347e-11,1.198842e-07
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,3.200000e+00,9.716581e-11,9.716581e-11,1.211759e-07
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,3.240000e+00,9.729845e-11,9.729845e-11,1.224714e-07
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,3.280000e+00,9.743135e-11,9.743135e-11,1.237707e-07
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,3.320000e+00,9.756451e-11,9.756451e-11,1.250738e-07
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,3.360000e+00,9.769792e-11,9.769792e-11,1.263807e-07
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,3.400000e+00,9.783168e-11,9.783168e-11,1.276913e-07
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,3.440000e+00,9.796565e-11,9.796565e-11,1.290056e-07
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,3.480000e+00,9.809988e-11,9.809988e-11,1.303237e-07
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,3.520000e+00,9.823438e-11,9.823438e-11,1.316455e-07
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,3.560000e+00,9.836909e-11,9.836909e-11,1.329711e-07
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,3.600000e+00,9.850413e-11,9.850413e-11,1.343003e-07
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,3.640000e+00,9.863946e-11,9.863946e-11,1.356332e-07
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,3.680000e+00,9.877503e-11,9.877503e-11,1.369698e-07
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,3.720000e+00,9.891083e-11,9.891083e-11,1.383100e-07
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,3.760000e+00,9.904692e-11,9.904692e-11,1.396539e-07
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,3.800000e+00,9.918328e-11,9.918328e-11,1.410014e-07
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,3.840000e+00,9.931981e-11,9.931981e-11,1.423526e-07
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,3.880000e+00,9.945675e-11,9.945675e-11,1.437073e-07
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,3.920000e+00,9.959379e-11,9.959379e-11,1.450657e-07
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,3.960000e+00,9.973125e-11,9.973125e-11,1.464275e-07
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,4.000000e+00,9.986879e-11,9.986879e-11,1.477930e-07
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,4.040000e+00,1.000068e-10,1.000068e-10,1.491620e-07
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,4.080000e+00,1.001448e-10,1.001448e-10,1.505345e-07
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,4.120000e+00,1.002832e-10,1.002832e-10,1.519105e-07
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,4.160000e+00,1.004218e-10,1.004218e-10,1.532899e-07
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,4.200000e+00,1.005607e-10,1.005607e-10,1.546729e-07
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,4.240000e+00,1.006998e-10,1.006998e-10,1.560592e-07
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,4.280000e+00,1.008392e-10,1.008392e-10,1.574490e-07
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,4.320000e+00,1.009788e-10,1.009788e-10,1.588423e-07
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,4.360000e+00,1.011186e-10,1.011186e-10,1.602389e-07
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,4.400000e+00,1.012587e-10,1.012587e-10,1.616388e-07
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,4.440000e+00,1.013991e-10,1.013991e-10,1.630421e-07
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,4.480000e+00,1.015396e-10,1.015396e-10,1.644488e-07
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,4.520000e+00,1.016804e-10,1.016804e-10,1.658588e-07
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,4.560000e+00,1.018215e-10,1.018215e-10,1.672720e-07
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,4.600000e+00,1.019627e-10,1.019627e-10,1.686885e-07
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,4.640000e+00,1.021042e-10,1.021042e-10,1.701083e-07
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,4.680000e+00,1.022459e-10,1.022459e-10,1.715313e-07
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,4.720000e+00,1.023879e-10,1.023879e-10,1.729576e-07
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,4.760000e+00,1.025301e-10,1.025301e-10,1.743870e-07
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,4.800000e+00,1.026725e-10,1.026725e-10,1.758196e-07
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,4.840000e+00,1.028152e-10,1.028152e-10,1.772554e-07
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,4.880000e+00,1.029580e-10,1.029580e-10,1.786943e-07
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,4.920000e+00,1.031011e-10,1.031011e-10,1.801363e-07
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,4.960000e+00,1.032445e-10,1.032445e-10,1.815814e-07
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,5.000000e+00,1.033880e-10,1.033880e-10,1.830296e-07
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,5.040000e+00,1.035317e-10,1.035317e-10,1.844808e-07
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,5.080000e+00,1.036757e-10,1.036757e-10,1.859351e-07
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,5.120000e+00,1.038199e-10,1.038199e-10,1.873924e-07
b_nx1_bcs_125c_rb14k_st1,B,control-snapback,bcs,hbt_bcs,125,1,1,14k,1.4e4,5.160000e+00,1.039642e-10,1.039642e-10,1.888527e-07
